"","Behavior","Initiator_ID","Recipient_ID","Initiator_Gender","Recipient_Gender","Date_Obs","Init_Age_At_Obs","Recp_Age_At_Obs","Init_House","Recp_House","same_household","y","init_id","recp_id","init_house_id","recp_house_id","init_g","recp_g","init_age_z","recp_age_z"
"1","(2) Dominating","403","392","M","F",0059-07-07,6.08333333333333,3.91666666666667,"110a","109a",0,2,1,1,1,1,0,1,-0.199670009943292,-0.819307485746977
"3","(2) Dominating","403","391","M","M",0059-07-07,6.08333333333333,4.75,"110a","109a",0,2,1,2,1,1,0,0,-0.199670009943292,-0.457558872831944
"5","(4) Leading","206","231","M","M",0059-07-08,5.0027397260274,3.66940639269406,"18c","20",0,4,2,3,2,2,0,0,-0.692678330941442,-0.926642759113273
"6","(2) Dominating","206","231","M","M",0059-07-08,5.0027397260274,3.66940639269406,"18c","20",0,2,2,3,2,2,0,0,-0.692678330941442,-0.926642759113273
"8","(9) Requesting for Help","206","193","M","F",0059-07-08,5.0027397260274,5.5027397260274,"18c","18a",0,9,2,4,2,3,0,1,-0.692678330941442,-0.130795810700202
"9","(4) Leading","206","193","M","F",0059-07-08,5.0027397260274,5.5027397260274,"18c","18a",0,4,2,4,2,3,0,1,-0.692678330941442,-0.130795810700202
"11","(2) Dominating","539","206","F","M",0059-07-08,2.83607305936073,5.0027397260274,"18c","18c",1,2,3,5,2,4,1,0,-1.68119490949045,-0.347844978449221
"13","(17) Playful Teasing","206","195","M","F",0059-07-08,5.0027397260274,0.836073059360731,"18c","18a",0,17,2,6,2,3,0,1,-0.692678330941442,-2.15658804302438
"14","(16) Aggressive Teasing","206","194","M","M",0059-07-08,5.0027397260274,3.91940639269406,"18c","18a",0,16,2,7,2,3,0,0,-0.692678330941442,-0.818118175238763
"15","(15) Tattling","194","206","M","M",0059-07-08,3.91940639269406,5.0027397260274,"18a","18c",0,15,4,5,3,4,0,0,-1.18693662021595,-0.347844978449221
"16","(9) Requesting for Help","289","294","F","M",0059-07-08,1.41940639269406,5.58607305936073,"102b","102c",0,9,5,8,4,5,1,0,-2.32753267238788,-0.0946209494086985
"18","(4) Leading","283","289","M","F",0059-07-08,4.5027397260274,1.41940639269406,"102a","102b",0,4,6,9,5,6,0,1,-0.920797541375828,-1.90336401398386
"20","(4) Leading","294","284","M","M",0059-07-08,5.58607305936073,2.16940639269406,"102c","102a",0,4,7,10,6,7,0,0,-0.426539252101325,-1.57779026236033
"22","(4) Leading","294","275","M","F",0059-07-08,5.58607305936073,3.7527397260274,"102c","101",0,4,7,11,6,8,0,1,-0.426539252101325,-0.890467897821769
"24","(2) Dominating","337","357","M","M",0059-07-08,5.7527397260274,5.33607305936073,"104b","105c",0,2,8,12,7,9,0,0,-0.350499515289863,-0.203145533283208
"26","(17) Playful Teasing","337","357","M","M",0059-07-08,5.7527397260274,5.33607305936073,"104b","105c",0,17,8,12,7,9,0,0,-0.350499515289863,-0.203145533283208
"27","(11) Scolding","172","165","F","F",0059-07-08,7.5027397260274,4.16940639269406,"16","15a",0,11,9,13,8,10,1,1,0.447917721230489,-0.709593591364253
"28","(2) Dominating","172","165","F","F",0059-07-08,7.5027397260274,4.16940639269406,"16","15a",0,2,9,13,8,10,1,1,0.447917721230489,-0.709593591364253
"30","(2) Dominating","172","49","F","M",0059-07-08,7.5027397260274,6.0027397260274,"16","7",0,2,9,14,8,11,1,0,0.447917721230489,0.0862533570488177
"32","(2) Dominating","172","206","F","M",0059-07-08,7.5027397260274,5.0027397260274,"16","18c",0,2,9,5,8,4,1,0,0.447917721230489,-0.347844978449221
"34","(4) Leading","138","50","F","F",0059-07-08,6.2527397260274,4.0027397260274,"12","7",0,4,10,15,9,11,1,1,-0.122380304855477,-0.78194331394726
"35","(6) Physical Aggression","172","50","F","F",0059-07-08,7.5027397260274,4.0027397260274,"16","7",0,6,9,15,8,11,1,1,0.447917721230489,-0.78194331394726
"36","(2) Dominating","172","50","F","F",0059-07-08,7.5027397260274,4.0027397260274,"16","7",0,2,9,15,8,11,1,1,0.447917721230489,-0.78194331394726
"38","(17) Playful Teasing","131","172","M","F",0059-07-08,7.08607305936073,7.5027397260274,"11","16",0,17,11,16,10,12,0,1,0.257818379201833,0.737400860295876
"44","(9) Requesting for Help","357","337","M","M",0059-07-08,5.33607305936073,5.7527397260274,"105c","104b",0,9,12,17,11,13,0,0,-0.540598857318518,-0.0222712268256919
"46","(4) Leading","337","357","M","M",0059-07-08,5.7527397260274,5.33607305936073,"104b","105c",0,4,8,12,7,9,0,0,-0.350499515289863,-0.203145533283208
"48","(1) Comforting","199","220","M","M",0059-07-09,8.92214611872146,1.08881278538813,"18b","19b",0,1,13,18,12,14,0,0,1.09550545240427,-2.04687414864166
"49","(2) Dominating","199","201","M","M",0059-07-09,8.92214611872146,2.67214611872146,"18b","18b",1,2,13,19,12,15,0,0,1.09550545240427,-1.3595517841031
"50","(4) Leading","116","114","M","M",0059-07-09,3.67214611872146,8.17214611872146,"10a","10a",1,4,14,20,13,16,0,0,-1.29974625715679,1.02798906113612
"52","(2) Dominating","90","108","F","M",0059-07-09,2.00547945205479,4.58881278538813,"9b","9d",0,2,15,21,14,17,1,0,-2.06014362527141,-0.527529974398523
"53","(2) Dominating","90","89","F","M",0059-07-09,2.00547945205479,5.17214611872146,"9b","9b",1,2,15,22,14,18,1,0,-2.06014362527141,-0.274305945358
"55","(16) Aggressive Teasing","387","414","M","M",0059-07-10,8.67488584474886,4.34155251141553,"109a","110b",0,16,16,23,15,19,0,0,0.982695815463428,-0.634865247764819
"56","(4) Leading","184","219","M","F",0059-07-17,8.69406392694064,4.44406392694064,"19a","19b",0,4,17,24,16,14,0,1,0.991445593397897,-0.590365212915819
"58","(4) Leading","184","187","M","F",0059-07-17,8.69406392694064,1.69406392694064,"19a","19a",1,4,17,25,16,20,0,1,0.991445593397897,-1.78413563553543
"60","(2) Dominating","18","17","M","M",0059-07-17,2.52739726027397,5.36073059360731,"2","2",1,2,18,26,17,21,0,0,-1.8220246686262,-0.192441738709284
"62","(2) Dominating","172","145","F","M",0059-07-20,7.53561643835616,5.53561643835616,"16","13",0,2,9,27,8,22,1,0,0.462917340546722,-0.116524084601636
"64","(4) Leading","49","172","M","F",0059-07-20,6.03561643835616,7.53561643835616,"7","16",0,4,19,16,18,12,0,1,-0.221440290756436,0.751672586394442
"66","(4) Leading","145","49","M","M",0059-07-20,5.53561643835616,6.03561643835616,"13","7",0,4,20,14,19,11,0,0,-0.449559501190822,0.100525083147384
"69","(4) Leading","165","200","F","M",0059-07-24,4.21324200913242,5.79657534246575,"15a","18b",0,4,21,28,20,15,1,0,-1.05287752257711,-0.00324225869427115
"71","(4) Leading","199","200","M","M",0059-07-24,8.96324200913242,5.79657534246575,"18b","18b",1,4,13,28,12,15,0,0,1.11425497654956,-0.00324225869427115
"73","(10) Requesting for Sharing","200","199","M","M",0059-07-24,5.79657534246575,8.96324200913242,"18b","18b",1,10,22,29,12,15,0,0,-0.330500022868218,1.37140247038285
"74","(4) Leading","204","199","M","M",0059-07-24,9.79657534246575,8.96324200913242,"18c","18b",0,4,23,29,2,15,0,0,1.49445366060687,1.37140247038285
"76","(19) Ownership Assertion","199","200","M","M",0059-07-24,8.96324200913242,5.79657534246575,"18b","18b",1,19,13,28,12,15,0,0,1.11425497654956,-0.00324225869427115
"78","(4) Leading","172","165","F","F",0059-07-24,7.54657534246575,4.21324200913242,"16","15a",0,4,9,13,8,10,1,1,0.467917213652133,-0.690564623232832
"80","(4) Leading","172","138","F","F",0059-07-24,7.54657534246575,6.29657534246575,"16","12",0,4,9,30,8,23,1,1,0.467917213652133,0.213806909054748
"82","(4) Leading","165","172","F","F",0059-07-24,4.21324200913242,7.54657534246575,"15a","16",0,4,21,16,20,12,1,1,-1.05287752257711,0.756429828427297
"84","(6) Physical Aggression","508","248","M","F",0059-07-28,5.55753424657534,8.97420091324201,"22a","22b",0,6,24,31,21,24,0,1,-0.43955975498,1.37615971241571
"85","(4) Leading","185","508","M","M",0059-07-28,7.22420091324201,5.55753424657534,"19a","22a",0,4,25,32,16,25,0,0,0.320837613134621,-0.107009600535925
"87","(4) Leading","200","201","M","M",0059-07-28,5.80753424657534,2.72420091324201,"18b","18b",1,4,22,19,12,15,0,0,-0.325500149762807,-1.33695488444704
"89","(13) Supporting Opinions","229","200","M","M",0059-07-28,9.55753424657534,5.80753424657534,"20","18b",0,13,26,28,22,15,0,0,1.38539392849509,0.00151498333858424
"90","(17) Playful Teasing","78","114","F","M",0059-07-29,7.47694063926941,8.22694063926941,"9a","10a",0,17,27,20,23,16,1,0,0.436147186628167,1.05177527130039
"91","(11) Scolding","114","78","M","F",0059-07-29,8.22694063926941,7.47694063926941,"10a","9a",0,11,28,33,13,26,0,1,0.778326002279745,0.726201519676863
"92","(10) Requesting for Sharing","65","114","M","M",0059-07-30,8.06301369863014,8.2296803652968,"8b","10a",0,10,29,20,24,16,0,0,0.703536233744636,1.0529645818086
"94","(10) Requesting for Sharing","114","65","M","M",0059-07-30,8.2296803652968,8.06301369863014,"10a","8b",0,10,28,34,13,27,0,0,0.779575970556098,0.980614859225599
"95","(12) Sharing","65","114","M","M",0059-07-30,8.06301369863014,8.2296803652968,"8b","10a",0,12,29,20,24,16,0,0,0.703536233744636,1.0529645818086
"96","(10) Requesting for Sharing","114","229","M","M",0059-07-30,8.2296803652968,9.56301369863014,"10a","20",0,10,28,35,13,2,0,0,0.779575970556098,1.63176236247266
"98","(17) Playful Teasing","122","114","M","M",0059-07-30,7.9796803652968,8.2296803652968,"10b","10a",0,17,30,20,25,16,0,0,0.665516365338905,1.0529645818086
"99","(17) Playful Teasing","114","122","M","M",0059-07-30,8.2296803652968,7.9796803652968,"10a","10b",0,17,28,36,13,28,0,0,0.779575970556098,0.944439997934095
"100","(6) Physical Aggression","114","229","M","M",0059-07-30,8.2296803652968,9.56301369863014,"10a","20",0,6,28,35,13,2,0,0,0.779575970556098,1.63176236247266
"101","(6) Physical Aggression","131","229","M","M",0059-07-30,7.14634703196347,9.56301369863014,"11","20",0,6,11,35,10,2,0,0,0.285317681281595,1.63176236247266
"102","(6) Physical Aggression","229","131","M","M",0059-07-30,9.56301369863014,7.14634703196347,"20","11",0,6,26,37,22,29,0,0,1.38789386504779,0.582691385019063
"103","(5) Dirty Looks","229","114","M","M",0059-07-30,9.56301369863014,8.2296803652968,"20","10a",0,5,26,20,22,16,0,0,1.38789386504779,1.0529645818086
"104","(19) Ownership Assertion","229","131","M","M",0059-07-30,9.56301369863014,7.14634703196347,"20","11",0,19,26,37,22,29,0,0,1.38789386504779,0.582691385019063
"105","(4) Leading","114","122","M","M",0059-07-30,8.2296803652968,7.9796803652968,"10a","10b",0,4,28,36,13,28,0,0,0.779575970556098,0.944439997934095
"107","(5) Dirty Looks","229","131","M","M",0059-07-30,9.56301369863014,7.14634703196347,"20","11",0,5,26,37,22,29,0,0,1.38789386504779,0.582691385019063
"108","(5) Dirty Looks","131","229","M","M",0059-07-30,7.14634703196347,9.56301369863014,"11","20",0,5,11,35,10,2,0,0,0.285317681281595,1.63176236247266
"109","(16) Aggressive Teasing","114","229","M","M",0059-07-30,8.2296803652968,9.56301369863014,"10a","20",0,16,28,35,13,2,0,0,0.779575970556098,1.63176236247266
"110","(2) Dominating","114","229","M","M",0059-07-30,8.2296803652968,9.56301369863014,"10a","20",0,2,28,35,13,2,0,0,0.779575970556098,1.63176236247266
"112","(17) Playful Teasing","122","229","M","M",0059-07-30,7.9796803652968,9.56301369863014,"10b","20",0,17,30,35,25,2,0,0,0.665516365338905,1.63176236247266
"113","(7) Requesting for Access","33","19","F","F",0059-07-30,5.14634703196347,3.31301369863014,"4a","2",0,7,31,38,26,21,1,1,-0.62715916045595,-1.08135223439008
"115","(4) Leading","387","391","M","M",0059-07-31,8.7324200913242,4.81575342465753,"109a","109a",1,4,16,2,15,1,0,0,1.00894514926684,-0.429015420634813
"117","(2) Dominating","387","391","M","M",0059-07-31,8.7324200913242,4.81575342465753,"109a","109a",1,2,16,2,15,1,0,0,1.00894514926684,-0.429015420634813
"119","(4) Leading","387","392","M","F",0059-07-31,8.7324200913242,3.9824200913242,"109a","109a",1,4,16,1,15,1,0,1,1.00894514926684,-0.790764033549845
"121","(2) Dominating","387","392","M","F",0059-07-31,8.7324200913242,3.9824200913242,"109a","109a",1,2,16,1,15,1,0,1,1.00894514926684,-0.790764033549845
"123","(11) Scolding","387","393","M","M",0059-07-31,8.7324200913242,2.7324200913242,"109a","109a",1,11,16,39,15,1,0,0,1.00894514926684,-1.33338695292239
"124","(2) Dominating","391","393","M","M",0059-07-31,4.81575342465753,2.7324200913242,"109a","109a",1,2,32,39,15,1,0,0,-0.777988665802521,-1.33338695292239
"125","(4) Leading","387","393","M","M",0059-07-31,8.7324200913242,2.7324200913242,"109a","109a",1,4,16,39,15,1,0,0,1.00894514926684,-1.33338695292239
"127","(4) Leading","484","490","F","M",0059-08-03,3.57397260273973,1.74063926940639,"117a","117a",1,4,33,40,27,30,1,0,-1.34453678705943,-1.76391735689579
"129","(15) Tattling","484","490","F","M",0059-08-03,3.57397260273973,1.74063926940639,"117a","117a",1,15,33,40,27,30,1,0,-1.34453678705943,-1.76391735689579
"130","(6) Physical Aggression","484","490","F","M",0059-08-03,3.57397260273973,1.74063926940639,"117a","117a",1,6,33,40,27,30,1,0,-1.34453678705943,-1.76391735689579
"131","(6) Physical Aggression","490","484","M","F",0059-08-03,1.74063926940639,3.57397260273973,"117a","117a",1,6,34,41,27,30,0,1,-2.18097389198551,-0.96807040848272
"132","(4) Leading","483","484","M","F",0059-08-03,5.40730593607306,3.57397260273973,"117a","117a",1,4,35,41,27,30,0,1,-0.508099682133345,-0.96807040848272
"134","(11) Scolding","483","484","M","F",0059-08-03,5.40730593607306,3.57397260273973,"117a","117a",1,11,35,41,27,30,0,1,-0.508099682133345,-0.96807040848272
"135","(18) Verbal Aggression","483","484","M","F",0059-08-03,5.40730593607306,3.57397260273973,"117a","117a",1,18,35,41,27,30,0,1,-0.508099682133345,-0.96807040848272
"136","(14) Taking Away","483","484","M","F",0059-08-03,5.40730593607306,3.57397260273973,"117a","117a",1,14,35,41,27,30,0,1,-0.508099682133345,-0.96807040848272
"137","(17) Playful Teasing","483","484","M","F",0059-08-03,5.40730593607306,3.57397260273973,"117a","117a",1,17,35,41,27,30,0,1,-0.508099682133345,-0.96807040848272
"138","(2) Dominating","122","124","M","F",0059-08-03,7.99063926940639,6.99063926940639,"10b","10b",1,2,30,42,25,28,0,1,0.670516238444317,0.515098904468912
"140","(5) Dirty Looks","124","122","F","M",0059-08-03,6.99063926940639,7.99063926940639,"10b","10b",1,5,36,36,25,28,1,0,0.214277817575544,0.949197239966951
"141","(2) Dominating","277","273","M","F",0059-08-03,1.32397260273973,6.90730593607306,"101","101",1,2,37,43,28,8,0,1,-2.37107323401416,0.478924043177409
"142","(12) Sharing","273","277","F","M",0059-08-03,6.90730593607306,1.32397260273973,"101","101",1,12,38,44,28,8,1,0,0.176257949169813,-1.94479166335331
"143","(15) Tattling","310","273","F","F",0059-08-03,3.49063926940639,6.90730593607306,"102e","101",0,15,39,43,29,8,1,1,-1.38255665546516,0.478924043177409
"144","(11) Scolding","310","273","F","F",0059-08-03,3.49063926940639,6.90730593607306,"102e","101",0,11,39,43,29,8,1,1,-1.38255665546516,0.478924043177409
"145","(11) Scolding","273","310","F","F",0059-08-03,6.90730593607306,3.49063926940639,"101","102e",0,11,38,45,28,31,1,1,0.176257949169813,-1.00424526977422
"146","(16) Aggressive Teasing","157","144","M","M",0059-08-03,7.07397260273973,8.24063926940639,"14a","13",0,16,40,46,30,22,0,0,0.252297685981275,1.05772182384146
"147","(6) Physical Aggression","144","157","M","M",0059-08-03,8.24063926940639,7.07397260273973,"13","14a",0,6,41,47,19,32,0,0,0.784575843661509,0.551273765760415
"148","(11) Scolding","157","144","M","M",0059-08-03,7.07397260273973,8.24063926940639,"14a","13",0,11,40,46,30,22,0,0,0.252297685981275,1.05772182384146
"149","(17) Playful Teasing","131","157","M","M",0059-08-03,7.15730593607306,7.07397260273973,"11","14a",0,17,11,47,10,32,0,0,0.290317554387006,0.551273765760415
"150","(11) Scolding","144","493","M","M",0059-08-03,8.24063926940639,7.24063926940639,"13","15b",0,11,41,48,19,33,0,0,0.784575843661509,0.623623488343422
"151","(18) Verbal Aggression","493","144","M","M",0059-08-03,7.24063926940639,8.24063926940639,"15b","13",0,18,42,46,31,22,0,0,0.328337422792738,1.05772182384146
"152","(11) Scolding","145","131","M","M",0059-08-03,5.57397260273973,7.15730593607306,"13","11",0,11,20,37,19,29,0,0,-0.432059945321883,0.587448627051918
"153","(11) Scolding","131","145","M","M",0059-08-03,7.15730593607306,5.57397260273973,"11","13",0,11,11,27,10,22,0,0,0.290317554387006,-0.0998737374866427
"154","(6) Physical Aggression","493","144","M","M",0059-08-03,7.24063926940639,8.24063926940639,"15b","13",0,6,42,46,31,22,0,0,0.328337422792738,1.05772182384146
"155","(6) Physical Aggression","144","493","M","M",0059-08-03,8.24063926940639,7.24063926940639,"13","15b",0,6,41,48,19,33,0,0,0.784575843661509,0.623623488343422
"156","(18) Verbal Aggression","144","493","M","M",0059-08-03,8.24063926940639,7.24063926940639,"13","15b",0,18,41,48,19,33,0,0,0.784575843661509,0.623623488343422
"157","(6) Physical Aggression","144","131","M","M",0059-08-03,8.24063926940639,7.15730593607306,"13","11",0,6,41,37,19,29,0,0,0.784575843661509,0.587448627051918
"158","(15) Tattling","144","157","M","M",0059-08-03,8.24063926940639,7.07397260273973,"13","14a",0,15,41,47,19,32,0,0,0.784575843661509,0.551273765760415
"159","(3) Helping","275","277","F","M",0059-08-03,3.82397260273973,1.32397260273973,"101","101",1,3,43,44,28,8,1,0,-1.23047718184223,-1.94479166335331
"160","(4) Leading","275","277","F","M",0059-08-03,3.82397260273973,1.32397260273973,"101","101",1,4,43,44,28,8,1,0,-1.23047718184223,-1.94479166335331
"162","(4) Leading","273","275","F","F",0059-08-03,6.90730593607306,3.82397260273973,"101","101",1,4,38,11,28,8,1,1,0.176257949169813,-0.85954582460821
"164","(2) Dominating","282","275","M","F",0059-08-03,7.49063926940639,3.82397260273973,"102a","101",0,2,44,11,5,8,0,1,0.44239702800993,-0.85954582460821
"166","(17) Playful Teasing","534","65","M","M",0059-08-03,8.32397260273973,8.07397260273973,"117b","8b",0,17,45,34,32,27,0,0,0.822595712067241,0.985372101258454
"167","(17) Playful Teasing","65","534","M","M",0059-08-03,8.07397260273973,8.32397260273973,"8b","117b",0,17,29,49,24,34,0,0,0.708536106850048,1.09389668513296
"168","(17) Playful Teasing","449","573","F","F",0059-08-04,5.66004566210046,4.07671232876712,"115a","115d",0,17,46,50,33,35,1,1,-0.392790108639799,-0.749831930225487
"169","(17) Playful Teasing","573","449","F","F",0059-08-04,4.07671232876712,5.66004566210046,"115d","115a",0,17,47,51,34,36,1,1,-1.11516760834869,-0.0625095656869258
"170","(17) Playful Teasing","449","451","F","M",0059-08-04,5.66004566210046,3.74337899543379,"115a","115a",1,17,46,52,33,36,1,0,-0.392790108639799,-0.8945313753915
"171","(4) Leading","449","573","F","F",0059-08-04,5.66004566210046,4.07671232876712,"115a","115d",0,4,46,50,33,35,1,1,-0.392790108639799,-0.749831930225487
"173","(16) Aggressive Teasing","451","449","M","F",0059-08-04,3.74337899543379,5.66004566210046,"115a","115a",1,16,48,51,33,36,0,1,-1.26724708197161,-0.0625095656869258
"174","(16) Aggressive Teasing","449","451","F","M",0059-08-04,5.66004566210046,3.74337899543379,"115a","115a",1,16,46,52,33,36,1,0,-0.392790108639799,-0.8945313753915
"175","(17) Playful Teasing","449","450","F","M",0059-08-04,5.66004566210046,3.07671232876712,"115a","115a",1,17,46,53,33,36,1,0,-0.392790108639799,-1.18393026572353
"176","(14) Taking Away","50","150","F","M",0059-08-04,4.07671232876712,2.74337899543379,"7","14a",0,14,49,54,18,32,1,0,-1.11516760834869,-1.32862971088954
"177","(19) Ownership Assertion","150","50","M","F",0059-08-04,2.74337899543379,4.07671232876712,"14a","7",0,19,50,15,30,11,0,1,-1.72348550284038,-0.749831930225487
"179","(19) Ownership Assertion","50","150","F","M",0059-08-04,4.07671232876712,2.74337899543379,"7","14a",0,19,49,54,18,32,1,0,-1.11516760834869,-1.32862971088954
"180","(12) Sharing","50","150","F","M",0059-08-04,4.07671232876712,2.74337899543379,"7","14a",0,12,49,54,18,32,1,0,-1.11516760834869,-1.32862971088954
"181","(14) Taking Away","49","150","M","M",0059-08-04,6.07671232876712,2.74337899543379,"7","14a",0,14,19,54,18,32,0,0,-0.202690766611144,-1.32862971088954
"182","(14) Taking Away","537","122","M","M",0059-08-04,1.57671232876712,7.99337899543379,"117b","10b",0,14,51,36,32,28,0,0,-2.25576366052062,0.950386550475165
"183","(4) Leading","122","537","M","M",0059-08-04,7.99337899543379,1.57671232876712,"10b","117b",0,4,30,55,25,34,0,0,0.67176620672067,-1.83507776897058
"185","(14) Taking Away","490","122","M","M",0059-08-04,1.74337899543379,7.99337899543379,"117a","10b",0,14,34,36,27,28,0,0,-2.17972392370916,0.950386550475165
"186","(4) Leading","131","122","M","M",0059-08-04,7.16004566210046,7.99337899543379,"11","10b",0,4,11,36,10,28,0,0,0.291567522663359,0.950386550475165
"188","(16) Aggressive Teasing","490","122","M","M",0059-08-04,1.74337899543379,7.99337899543379,"117a","10b",0,16,34,36,27,28,0,0,-2.17972392370916,0.950386550475165
"189","(6) Physical Aggression","122","490","M","M",0059-08-04,7.99337899543379,1.74337899543379,"10b","117a",0,6,30,40,25,30,0,0,0.67176620672067,-1.76272804638758
"190","(10) Requesting for Sharing","537","122","M","M",0059-08-04,1.57671232876712,7.99337899543379,"117b","10b",0,10,51,36,32,28,0,0,-2.25576366052062,0.950386550475165
"192","(4) Leading","131","122","M","M",0059-08-04,7.16004566210046,7.99337899543379,"11","10b",0,4,11,36,10,28,0,0,0.291567522663359,0.950386550475165
"194","(4) Leading","377","378","F","M",0059-08-04,10.4100456621005,7.91004566210046,"108","108",1,4,52,56,35,37,1,0,1.77434239048687,0.914211689183661
"196","(4) Leading","378","377","M","F",0059-08-04,7.91004566210046,10.4100456621005,"108","108",1,4,53,57,35,37,0,1,0.633746338314938,1.99945752792876
"198","(9) Requesting for Help","377","378","F","M",0059-08-04,10.4100456621005,7.91004566210046,"108","108",1,9,52,56,35,37,1,0,1.77434239048687,0.914211689183661
"199","(3) Helping","378","377","M","F",0059-08-04,7.91004566210046,10.4100456621005,"108","108",1,3,53,57,35,37,0,1,0.633746338314938,1.99945752792876
"200","(17) Playful Teasing","377","378","F","M",0059-08-04,10.4100456621005,7.91004566210046,"108","108",1,17,52,56,35,37,1,0,1.77434239048687,0.914211689183661
"201","(7) Requesting for Access","378","348","M","M",0059-08-04,7.91004566210046,6.49337899543379,"108","104a",0,7,53,58,35,38,0,0,0.633746338314938,0.299239047228107
"203","(4) Leading","144","138","M","F",0059-08-05,8.24611872146119,6.32945205479452,"13","12",0,4,41,30,19,23,0,1,0.787075780214215,0.228078635153314
"205","(4) Leading","172","138","F","F",0059-08-05,7.57945205479452,6.32945205479452,"16","12",0,4,9,30,8,23,1,1,0.482916832968367,0.228078635153314
"207","(14) Taking Away","138","50","F","F",0059-08-05,6.32945205479452,4.07945205479452,"12","7",0,14,10,15,9,11,1,1,-0.0873811931175981,-0.748642619717273
"208","(10) Requesting for Sharing","138","50","F","F",0059-08-05,6.32945205479452,4.07945205479452,"12","7",0,10,10,15,9,11,1,1,-0.0873811931175981,-0.748642619717273
"209","(12) Sharing","50","138","F","F",0059-08-05,4.07945205479452,6.32945205479452,"7","12",0,12,49,30,18,23,1,1,-1.11391764007234,0.228078635153314
"210","(2) Dominating","138","50","F","F",0059-08-05,6.32945205479452,4.07945205479452,"12","7",0,2,10,15,9,11,1,1,-0.0873811931175981,-0.748642619717273
"211","(4) Leading","172","178","F","F",0059-08-05,7.57945205479452,5.49611872146119,"16","17",0,4,9,59,8,39,1,1,0.482916832968367,-0.133669977761718
"213","(11) Scolding","172","138","F","F",0059-08-05,7.57945205479452,6.32945205479452,"16","12",0,11,9,30,8,23,1,1,0.482916832968367,0.228078635153314
"214","(17) Playful Teasing","138","172","F","F",0059-08-05,6.32945205479452,7.57945205479452,"12","16",0,17,10,16,9,12,1,1,-0.0873811931175981,0.770701554525862
"215","(18) Verbal Aggression","138","172","F","F",0059-08-05,6.32945205479452,7.57945205479452,"12","16",0,18,10,16,9,12,1,1,-0.0873811931175981,0.770701554525862
"216","(4) Leading","33","32","F","F",0059-08-05,5.16278538812785,6.91278538812785,"4a","4a",1,4,31,60,26,40,1,1,-0.619659350797832,0.481302664193836
"218","(12) Sharing","33","32","F","F",0059-08-05,5.16278538812785,6.91278538812785,"4a","4a",1,12,31,60,26,40,1,1,-0.619659350797832,0.481302664193836
"219","(17) Playful Teasing","205","539","F","F",0059-08-05,7.57945205479452,2.91278538812785,"18c","18c",1,17,54,61,2,4,1,1,0.482916832968367,-1.25509067779832
"220","(17) Playful Teasing","205","241","F","F",0059-08-05,7.57945205479452,7.66278538812785,"18c","21",0,17,54,62,2,41,1,1,0.482916832968367,0.806876415817365
"221","(2) Dominating","205","229","F","M",0059-08-05,7.57945205479452,9.57945205479452,"18c","20",0,2,54,35,2,2,1,0,0.482916832968367,1.63889822552194
"223","(3) Helping","199","229","M","M",0059-08-05,8.99611872146119,9.57945205479452,"18b","20",0,3,13,35,12,2,0,0,1.12925459586579,1.63889822552194
"224","(4) Leading","205","231","F","M",0059-08-05,7.57945205479452,3.74611872146119,"18c","20",0,4,54,3,2,2,1,0,0.482916832968367,-0.893342064883286
"226","(17) Playful Teasing","205","229","F","M",0059-08-05,7.57945205479452,9.57945205479452,"18c","20",0,17,54,35,2,2,1,0,0.482916832968367,1.63889822552194
"227","(15) Tattling","199","229","M","M",0059-08-05,8.99611872146119,9.57945205479452,"18b","20",0,15,13,35,12,2,0,0,1.12925459586579,1.63889822552194
"229","(6) Physical Aggression","205","199","F","M",0059-08-05,7.57945205479452,8.99611872146119,"18c","18b",0,6,54,29,2,15,1,0,0.482916832968367,1.38567419648142
"230","(6) Physical Aggression","204","199","M","M",0059-08-05,9.82945205479452,8.99611872146119,"18c","18b",0,6,23,29,2,15,0,0,1.5094532799231,1.38567419648142
"231","(6) Physical Aggression","539","199","F","M",0059-08-05,2.91278538812785,8.99611872146119,"18c","18b",0,6,3,29,2,15,1,0,-1.64619579775257,1.38567419648142
"232","(15) Tattling","205","199","F","M",0059-08-05,7.57945205479452,8.99611872146119,"18c","18b",0,15,54,29,2,15,1,0,0.482916832968367,1.38567419648142
"233","(16) Aggressive Teasing","178","165","F","F",0059-08-05,5.49611872146119,4.24611872146119,"17","15a",0,16,55,13,36,10,1,1,-0.467579877174908,-0.676292897134266
"234","(13) Supporting Opinions","50","49","F","M",0059-08-05,4.07945205479452,6.07945205479452,"7","7",1,13,49,14,18,11,1,0,-1.11391764007234,0.119554051278804
"235","(17) Playful Teasing","145","178","M","F",0059-08-05,5.57945205479452,5.49611872146119,"13","17",0,17,20,59,19,39,0,1,-0.429560008769177,-0.133669977761718
"236","(17) Playful Teasing","178","180","F","F",0059-08-05,5.49611872146119,0.329452054794521,"17","17",1,17,55,63,36,39,1,1,-0.467579877174908,-2.37651137783492
"237","(2) Dominating","33","41","F","F",0059-08-06,5.16552511415525,5.91552511415525,"4a","5",0,2,31,64,26,42,1,1,-0.61840938252148,0.0483936392040116
"239","(13) Supporting Opinions","115","33","F","F",0059-08-06,5.91552511415525,5.16552511415525,"10a","4a",0,13,56,65,13,40,1,1,-0.2762305668699,-0.277180112419517
