"","Behavior","Initiator_ID","Recipient_ID","Initiator_Gender","Recipient_Gender","Date_Obs","Init_Age_At_Obs","Recp_Age_At_Obs","Init_House","Recp_House","same_household","y","init_id","recp_id","init_house_id","recp_house_id","init_g","recp_g","init_age_z","recp_age_z"
"1400","(16) Aggressive Teasing","7","8","M","M",0059-10-26,3.72077625570776,1.13744292237443,"1a","1a",1,16,76,116,37,43,0,0,-1.27755932025152,-2.02576388712086
"1401","(2) Dominating","7","19","M","F",0059-10-26,3.72077625570776,3.5541095890411,"1a","2",0,2,76,38,37,21,0,1,-1.27755932025152,-0.97669290966727
"1403","(6) Physical Aggression","7","19","M","F",0059-10-26,3.72077625570776,3.5541095890411,"1a","2",0,6,76,38,37,21,0,1,-1.27755932025152,-0.97669290966727
"1404","(4) Leading","7","8","M","M",0059-10-26,3.72077625570776,1.13744292237443,"1a","1a",1,4,76,116,37,43,0,0,-1.27755932025152,-2.02576388712086
"1406","(14) Taking Away","69","100","M","M",0059-10-28,1.64292237442922,3.30958904109589,"8b","9c",0,14,148,70,24,44,0,0,-2.22555609384209,-1.08283887252535
"1407","(19) Ownership Assertion","69","100","M","M",0059-10-28,1.64292237442922,3.30958904109589,"8b","9c",0,19,148,70,24,44,0,0,-2.22555609384209,-1.08283887252535
"1409","(3) Helping","100","69","M","M",0059-10-28,3.30958904109589,1.64292237442922,"9c","8b",0,3,61,160,38,27,0,0,-1.46515872572747,-1.80633609835542
"1411","(10) Requesting for Sharing","100","69","M","M",0059-10-28,3.30958904109589,1.64292237442922,"9c","8b",0,10,61,160,38,27,0,0,-1.46515872572747,-1.80633609835542
"1412","(12) Sharing","69","100","M","M",0059-10-28,1.64292237442922,3.30958904109589,"8b","9c",0,12,148,70,24,44,0,0,-2.22555609384209,-1.08283887252535
"1413","(6) Physical Aggression","68","69","F","M",0059-10-28,3.05958904109589,1.64292237442922,"8b","8b",1,6,124,160,24,27,1,0,-1.57921833094467,-1.80633609835542
"1414","(4) Leading","122","65","M","M",0059-10-28,8.22625570776256,8.30958904109589,"10b","8b",0,4,30,34,25,27,0,0,0.778013510210658,1.08765280496484
"1416","(17) Playful Teasing","17","34","M","F",0059-10-28,5.64292237442922,3.47625570776256,"2","4a",0,17,143,66,17,40,0,1,-0.400602410367004,-1.01048914994235
"1417","(19) Ownership Assertion","34","17","F","M",0059-10-28,3.47625570776256,5.64292237442922,"4a","2",0,19,57,26,26,21,1,0,-1.38911898891601,-0.0699427563632622
"1419","(15) Tattling","34","17","F","M",0059-10-28,3.47625570776256,5.64292237442922,"4a","2",0,15,57,26,26,21,1,0,-1.38911898891601,-0.0699427563632622
"1420","(15) Tattling","34","17","F","M",0059-10-28,3.47625570776256,5.64292237442922,"4a","2",0,15,57,26,26,21,1,0,-1.38911898891601,-0.0699427563632622
"1421","(4) Leading","32","34","F","F",0059-10-28,7.14292237442922,3.47625570776256,"4a","4a",1,4,59,66,26,40,1,1,0.283755220936154,-1.01048914994235
"1423","(15) Tattling","34","17","F","M",0059-10-28,3.47625570776256,5.64292237442922,"4a","2",0,15,57,26,26,21,1,0,-1.38911898891601,-0.0699427563632622
"1424","(17) Playful Teasing","144","199","M","M",0059-10-29,8.47899543378995,9.22899543378995,"13","18b",0,17,41,29,19,15,0,0,0.893323083704203,1.48676558967959
"1425","(18) Verbal Aggression","199","144","M","M",0059-10-29,9.22899543378995,8.47899543378995,"18b","13",0,18,13,46,12,22,0,0,1.23550189935578,1.16119183805606
"1426","(17) Playful Teasing","144","98","M","M",0059-10-29,8.47899543378995,6.64566210045662,"13","9c",0,17,41,84,19,44,0,0,0.893323083704203,0.36534488964299
"1427","(18) Verbal Aggression","98","144","M","M",0059-10-29,6.64566210045662,8.47899543378995,"9c","13",0,18,78,46,38,22,0,0,0.0568859787781207,1.16119183805606
"1428","(3) Helping","32","79","F","F",0059-10-29,7.14566210045662,6.06232876712329,"4a","9a",0,3,59,85,26,26,1,1,0.285005189212507,0.112120860602468
"1429","(2) Dominating","144","32","M","F",0059-10-29,8.47899543378995,7.14566210045662,"13","4a",0,2,41,60,19,40,0,1,0.893323083704203,0.58239405739201
"1431","(4) Leading","144","79","M","F",0059-10-29,8.47899543378995,6.06232876712329,"13","9a",0,4,41,85,19,26,0,1,0.893323083704203,0.112120860602468
"1433","(6) Physical Aggression","33","79","F","F",0059-10-29,5.39566210045662,6.06232876712329,"4a","9a",0,6,31,85,26,26,1,1,-0.513412047307845,0.112120860602468
"1434","(11) Scolding","79","33","F","F",0059-10-29,6.06232876712329,5.39566210045662,"9a","4a",0,11,101,65,23,40,1,1,-0.209253100061996,-0.177278029729558
"1435","(6) Physical Aggression","79","33","F","F",0059-10-29,6.06232876712329,5.39566210045662,"9a","4a",0,6,101,65,23,40,1,1,-0.209253100061996,-0.177278029729558
"1436","(5) Dirty Looks","33","79","F","F",0059-10-29,5.39566210045662,6.06232876712329,"4a","9a",0,5,31,85,26,26,1,1,-0.513412047307845,0.112120860602468
"1437","(15) Tattling","157","378","M","M",0059-10-29,7.31232876712329,8.14566210045662,"14a","108",0,15,40,56,30,37,0,0,0.361044926023969,1.01649239289005
"1438","(6) Physical Aggression","493","378","M","M",0059-10-29,7.47899543378995,8.14566210045662,"15b","108",0,6,42,56,31,37,0,0,0.437084662835431,1.01649239289005
"1439","(18) Verbal Aggression","378","493","M","M",0059-10-29,8.14566210045662,7.47899543378995,"108","15b",0,18,53,48,35,33,0,0,0.741243610081279,0.727093502558023
"1440","(2) Dominating","493","378","M","M",0059-10-29,7.47899543378995,8.14566210045662,"15b","108",0,2,42,56,31,37,0,0,0.437084662835431,1.01649239289005
"1442","(10) Requesting for Sharing","378","493","M","M",0059-10-29,8.14566210045662,7.47899543378995,"108","15b",0,10,53,48,35,33,0,0,0.741243610081279,0.727093502558023
"1443","(18) Verbal Aggression","493","378","M","M",0059-10-29,7.47899543378995,8.14566210045662,"15b","108",0,18,42,56,31,37,0,0,0.437084662835431,1.01649239289005
"1444","(4) Leading","378","87","M","M",0059-10-29,8.14566210045662,9.56232876712329,"108","9b",0,4,53,124,35,18,0,0,0.741243610081279,1.6314650348456
"1446","(7) Requesting for Access","50","378","F","M",0059-10-29,4.31232876712329,8.14566210045662,"7","108",0,7,49,56,18,37,1,0,-1.00767033658235,1.01649239289005
"1448","(7) Requesting for Access","157","378","M","M",0059-10-29,7.31232876712329,8.14566210045662,"14a","108",0,7,40,56,30,37,0,0,0.361044926023969,1.01649239289005
"1449","(7) Requesting for Access","493","378","M","M",0059-10-29,7.47899543378995,8.14566210045662,"15b","108",0,7,42,56,31,37,0,0,0.437084662835431,1.01649239289005
"1452","(7) Requesting for Access","157","87","M","M",0059-10-29,7.31232876712329,9.56232876712329,"14a","9b",0,7,40,124,30,18,0,0,0.361044926023969,1.6314650348456
"1454","(2) Dominating","131","123","M","F",0059-10-29,7.39566210045662,10.3956621004566,"11","10b",0,2,11,141,10,28,0,1,0.3990647944297,1.99321364776064
"1456","(2) Dominating","131","114","M","M",0059-10-29,7.39566210045662,8.47899543378995,"11","10a",0,2,11,20,10,16,0,0,0.3990647944297,1.16119183805606
"1458","(11) Scolding","131","115","M","F",0059-10-29,7.39566210045662,6.14566210045662,"11","10a",0,11,11,68,10,16,0,1,0.3990647944297,0.148295721893971
"1459","(4) Leading","293","283","M","M",0059-10-30,8.14840182648402,4.81506849315068,"102c","102a",0,4,96,154,6,7,0,0,0.742493578357632,-0.429312748261867
"1461","(4) Leading","309","293","M","M",0059-10-30,6.98173515981735,8.14840182648402,"102e","102c",0,4,126,131,29,5,0,0,0.210215420677398,1.01768170339826
"1463","(18) Verbal Aggression","293","309","M","M",0059-10-30,8.14840182648402,6.98173515981735,"102c","102e",0,18,96,136,6,31,0,0,0.742493578357632,0.511233645317217
"1464","(4) Leading","403","309","M","M",0059-10-30,6.39840182648402,6.98173515981735,"110a","102e",0,4,1,136,1,31,0,0,-0.0559236581627195,0.511233645317217
"1466","(14) Taking Away","293","309","M","M",0059-10-30,8.14840182648402,6.98173515981735,"102c","102e",0,14,96,136,6,31,0,0,0.742493578357632,0.511233645317217
"1467","(2) Dominating","309","403","M","M",0059-10-30,6.98173515981735,6.39840182648402,"102e","110a",0,2,126,77,29,46,0,0,0.210215420677398,0.258009616276694
"1469","(4) Leading","403","371","M","M",0059-10-30,6.39840182648402,2.14840182648402,"110a","107",0,4,1,103,1,50,0,0,-0.0559236581627195,-1.58690830958997
"1472","(2) Dominating","309","293","M","M",0059-10-30,6.98173515981735,8.14840182648402,"102e","102c",0,2,126,131,29,5,0,0,0.210215420677398,1.01768170339826
"1474","(4) Leading","391","370","M","M",0059-10-30,5.06506849315068,4.48173515981735,"109a","107",0,4,32,87,15,50,0,0,-0.664241552654416,-0.574012193427879
"1476","(2) Dominating","391","364","M","M",0059-10-30,5.06506849315068,4.48173515981735,"109a","106",0,2,32,94,15,52,0,0,-0.664241552654416,-0.574012193427879
"1478","(18) Verbal Aggression","364","391","M","M",0059-10-30,4.48173515981735,5.06506849315068,"106","109a",0,18,149,2,64,1,0,0,-0.930380631494533,-0.320788164387357
"1479","(11) Scolding","364","391","M","M",0059-10-30,4.48173515981735,5.06506849315068,"106","109a",0,11,149,2,64,1,0,0,-0.930380631494533,-0.320788164387357
"1480","(11) Scolding","391","364","M","M",0059-10-30,5.06506849315068,4.48173515981735,"109a","106",0,11,32,94,15,52,0,0,-0.664241552654416,-0.574012193427879
"1481","(5) Dirty Looks","391","364","M","M",0059-10-30,5.06506849315068,4.48173515981735,"109a","106",0,5,32,94,15,52,0,0,-0.664241552654416,-0.574012193427879
"1482","(4) Leading","391","393","M","M",0059-10-30,5.06506849315068,2.98173515981735,"109a","109a",1,4,32,39,15,1,0,0,-0.664241552654416,-1.22515969667494
"1484","(2) Dominating","364","391","M","M",0059-10-30,4.48173515981735,5.06506849315068,"106","109a",0,2,149,2,64,1,0,0,-0.930380631494533,-0.320788164387357
"1486","(16) Aggressive Teasing","318","357","M","M",0059-10-30,6.06506849315068,5.64840182648402,"103a","105c",0,16,82,12,45,9,0,0,-0.208003131785643,-0.0675641353468345
"1487","(17) Playful Teasing","337","318","M","M",0059-10-30,6.06506849315068,6.06506849315068,"104b","103a",0,17,8,92,7,51,0,0,-0.208003131785643,0.113310171110682
"1488","(3) Helping","318","357","M","M",0059-10-30,6.06506849315068,5.64840182648402,"103a","105c",0,3,82,12,45,9,0,0,-0.208003131785643,-0.0675641353468345
"1489","(6) Physical Aggression","318","357","M","M",0059-10-30,6.06506849315068,5.64840182648402,"103a","105c",0,6,82,12,45,9,0,0,-0.208003131785643,-0.0675641353468345
"1490","(17) Playful Teasing","337","357","M","M",0059-10-30,6.06506849315068,5.64840182648402,"104b","105c",0,17,8,12,7,9,0,0,-0.208003131785643,-0.0675641353468345
"1491","(12) Sharing","392","394","F","F",0059-11-02,4.23995433789954,1.82328767123288,"109a","109a",1,12,144,161,15,1,1,1,-1.04069033188267,-1.72803982323134
"1492","(14) Taking Away","404","392","F","F",0059-11-02,3.73995433789954,4.23995433789954,"110a","109a",0,14,91,1,1,1,1,1,-1.26880954231705,-0.678968845777748
"1493","(2) Dominating","414","392","M","F",0059-11-02,4.65662100456621,4.23995433789954,"110b","109a",0,2,67,1,39,1,0,1,-0.850590989854012,-0.678968845777748
"1494","(4) Leading","414","404","M","F",0059-11-02,4.65662100456621,3.73995433789954,"110b","110a",0,4,67,99,39,46,0,1,-0.850590989854012,-0.896018013526767
"1495","(6) Physical Aggression","404","350","F","F",0059-11-02,3.73995433789954,1.65662100456621,"110a","104a",0,6,91,152,1,38,1,1,-1.26880954231705,-1.80038954581435
"1496","(11) Scolding","350","404","F","F",0059-11-02,1.65662100456621,3.73995433789954,"104a","110a",0,11,150,99,44,46,1,1,-2.21930625246033,-0.896018013526767
"1497","(13) Supporting Opinions","392","350","F","F",0059-11-02,4.23995433789954,1.65662100456621,"109a","104a",0,13,144,152,15,38,1,1,-1.04069033188267,-1.80038954581435
"1498","(12) Sharing","404","392","F","F",0059-11-02,3.73995433789954,4.23995433789954,"110a","109a",0,12,91,1,1,1,1,1,-1.26880954231705,-0.678968845777748
"1499","(10) Requesting for Sharing","392","404","F","F",0059-11-02,4.23995433789954,3.73995433789954,"109a","110a",0,10,144,99,15,46,1,1,-1.04069033188267,-0.896018013526767
"1500","(18) Verbal Aggression","116","18","M","M",0059-11-02,3.98995433789954,2.82328767123288,"10a","2",0,18,14,148,13,21,0,0,-1.15474993709986,-1.2939414877333
"1501","(6) Physical Aggression","283","537","M","M",0059-11-02,4.82328767123288,1.82328767123288,"102a","117b",0,6,6,55,5,34,0,0,-0.77455125304255,-1.72803982323134
"1502","(16) Aggressive Teasing","424","283","M","M",0059-11-02,4.57328767123288,4.82328767123288,"111","102a",0,16,127,154,56,7,0,0,-0.888610858259743,-0.425744816737225
"1503","(16) Aggressive Teasing","283","424","M","M",0059-11-02,4.82328767123288,4.57328767123288,"102a","111",0,16,6,147,5,47,0,0,-0.77455125304255,-0.534269400611735
"1504","(6) Physical Aggression","424","283","M","M",0059-11-02,4.57328767123288,4.82328767123288,"111","102a",0,6,127,154,56,7,0,0,-0.888610858259743,-0.425744816737225
"1505","(18) Verbal Aggression","283","424","M","M",0059-11-02,4.82328767123288,4.57328767123288,"102a","111",0,18,6,147,5,47,0,0,-0.77455125304255,-0.534269400611735
"1506","(19) Ownership Assertion","23","17","M","M",0059-11-02,3.48995433789954,5.65662100456621,"3","2",0,19,104,26,55,21,0,0,-1.38286914753425,-0.063996203822193
"1507","(15) Tattling","34","116","F","M",0059-11-02,3.48995433789954,3.98995433789954,"4a","10a",0,15,57,88,26,16,1,0,-1.38286914753425,-0.787493429652258
"1508","(17) Playful Teasing","116","34","M","F",0059-11-02,3.98995433789954,3.48995433789954,"10a","4a",0,17,14,66,13,40,0,1,-1.15474993709986,-1.00454259740128
"1509","(16) Aggressive Teasing","89","370","M","M",0059-11-02,5.48995433789954,4.48995433789954,"9b","107",0,16,119,87,14,50,0,0,-0.470392305796702,-0.570444261903238
"1510","(11) Scolding","370","89","M","M",0059-11-02,4.48995433789954,5.48995433789954,"107","9b",0,11,103,22,54,18,0,0,-0.926630726665474,-0.136345926405199
"1511","(16) Aggressive Teasing","89","370","M","M",0059-11-02,5.48995433789954,4.48995433789954,"9b","107",0,16,119,87,14,50,0,0,-0.470392305796702,-0.570444261903238
"1512","(2) Dominating","35","8","M","M",0059-11-02,1.48995433789954,1.15662100456621,"4a","1a",0,2,151,116,26,43,0,0,-2.29534598927179,-2.01743871356337
"1513","(4) Leading","7","8","M","M",0059-11-02,3.73995433789954,1.15662100456621,"1a","1a",1,4,76,116,37,43,0,0,-1.26880954231705,-2.01743871356337
"1514","(4) Leading","7","35","M","M",0059-11-02,3.73995433789954,1.48995433789954,"1a","4a",0,4,76,159,37,40,0,0,-1.26880954231705,-1.87273926839735
"1517","(3) Helping","7","8","M","M",0059-11-02,3.73995433789954,1.15662100456621,"1a","1a",1,3,76,116,37,43,0,0,-1.26880954231705,-2.01743871356337
"1518","(4) Leading","8","7","M","M",0059-11-02,1.15662100456621,3.73995433789954,"1a","1a",1,4,110,83,37,43,0,0,-2.44742546289471,-0.896018013526767
"1520","(10) Requesting for Sharing","205","539","F","F",0059-11-03,7.82602739726027,3.15936073059361,"18c","18c",1,10,54,61,2,4,1,1,0.595413977840119,-1.14805273205908
"1522","(4) Leading","205","539","F","F",0059-11-03,7.82602739726027,3.15936073059361,"18c","18c",1,4,54,61,2,4,1,1,0.595413977840119,-1.14805273205908
"1523","(6) Physical Aggression","515","470","F","F",0059-11-03,0.409360730593607,6.90936073059361,"116c","116a",0,6,152,98,66,54,1,1,-2.78835431026994,0.479816026058569
"1524","(4) Leading","470","515","F","F",0059-11-03,6.90936073059361,0.409360730593607,"116a","116c",0,4,84,162,47,65,1,1,0.177195425377078,-2.34182315467868
"1526","(2) Dominating","483","484","M","F",0059-11-03,5.65936073059361,3.82602739726027,"117a","117a",1,2,35,41,27,30,0,1,-0.393102600708887,-0.85865384172705
"1528","(6) Physical Aggression","484","483","F","M",0059-11-03,3.82602739726027,5.65936073059361,"117a","117a",1,6,33,122,27,30,1,0,-1.22953970563497,-0.0628068933139792
"1529","(6) Physical Aggression","483","484","M","F",0059-11-03,5.65936073059361,3.82602739726027,"117a","117a",1,6,35,41,27,30,0,1,-0.393102600708887,-0.85865384172705
"1530","(16) Aggressive Teasing","483","484","M","F",0059-11-03,5.65936073059361,3.82602739726027,"117a","117a",1,16,35,41,27,30,0,1,-0.393102600708887,-0.85865384172705
"1531","(11) Scolding","115","33","F","F",0059-11-04,6.162100456621,5.412100456621,"10a","4a",0,11,56,65,13,40,1,1,-0.163733421998148,-0.170142166680275
"1532","(11) Scolding","115","32","F","F",0059-11-04,6.162100456621,7.162100456621,"10a","4a",0,11,56,60,13,40,1,1,-0.163733421998148,0.589529920441293
"1533","(17) Playful Teasing","145","157","M","M",0059-11-04,5.82876712328767,7.32876712328767,"13","14a",0,17,20,47,19,32,0,0,-0.315812895621073,0.661879643024299
"1534","(17) Playful Teasing","157","145","M","M",0059-11-04,7.32876712328767,5.82876712328767,"14a","13",0,17,40,27,30,22,0,0,0.368544735682086,0.0107321397772409
"1535","(4) Leading","465","484","M","F",0059-11-04,7.162100456621,3.82876712328767,"115c","117a",0,4,69,41,40,30,0,1,0.292504998870624,-0.857464531218836
"1537","(11) Scolding","484","449","F","F",0059-11-04,3.82876712328767,5.912100456621,"117a","115a",0,11,33,51,27,36,1,1,-1.22828973735862,0.0469070010687444
"1538","(11) Scolding","449","484","F","F",0059-11-04,5.912100456621,3.82876712328767,"115a","117a",0,11,46,41,33,30,1,1,-0.277793027215341,-0.857464531218836
"1539","(11) Scolding","41","100","F","M",0059-11-06,6.1675799086758,3.33424657534247,"5","9c",0,11,138,70,63,44,1,0,-0.161233485445443,-1.07213507795143
"1540","(7) Requesting for Access","100","23","M","M",0059-11-06,3.33424657534247,3.50091324200913,"9c","3",0,7,61,155,38,58,0,0,-1.4539090112403,-0.999785355368422
"1542","(7) Requesting for Access","100","34","M","F",0059-11-06,3.33424657534247,3.50091324200913,"9c","4a",0,7,61,66,38,40,0,1,-1.4539090112403,-0.999785355368422
"1544","(4) Leading","116","34","M","F",0059-11-06,4.00091324200913,3.50091324200913,"10a","4a",0,4,14,66,13,40,0,1,-1.14975006399445,-0.999785355368422
"1546","(4) Leading","100","23","M","M",0059-11-06,3.33424657534247,3.50091324200913,"9c","3",0,4,61,155,38,58,0,0,-1.4539090112403,-0.999785355368422
"1548","(15) Tattling","100","35","M","M",0059-11-06,3.33424657534247,1.50091324200913,"9c","4a",0,15,61,159,38,40,0,0,-1.4539090112403,-1.8679820263645
"1549","(4) Leading","100","116","M","M",0059-11-06,3.33424657534247,4.00091324200913,"9c","10a",0,4,61,88,38,16,0,0,-1.4539090112403,-0.782736187619402
"1551","(4) Leading","200","145","M","M",0059-11-06,6.08424657534247,5.83424657534247,"18b","13",0,4,22,27,12,22,0,0,-0.199253353851174,0.0131107607936686
"1553","(4) Leading","200","210","M","M",0059-11-06,6.08424657534247,4.9175799086758,"18b","19d",0,4,22,80,12,48,0,0,-0.199253353851174,-0.384812713412867
"1555","(7) Requesting for Access","470","389","F","F",0059-11-06,6.9175799086758,7.08424657534247,"116a","109a",0,7,84,104,47,1,1,1,0.180945330206136,0.555733680166217
"1557","(11) Scolding","253","193","F","F",0059-11-06,6.83424657534247,5.83424657534247,"23","18a",0,11,98,4,52,3,1,1,0.142925461800405,0.0131107607936686
"1558","(10) Requesting for Sharing","205","193","F","F",0059-11-06,7.83424657534247,5.83424657534247,"18c","18a",0,10,54,4,2,3,1,1,0.599163882669177,0.0131107607936686
"1559","(12) Sharing","193","205","F","F",0059-11-06,5.83424657534247,7.83424657534247,"18a","18c",0,12,73,132,3,4,1,1,-0.313312959068367,0.881307431789746
"1560","(7) Requesting for Access","100","116","M","M",0059-11-06,3.33424657534247,4.00091324200913,"9c","10a",0,7,61,88,38,16,0,0,-1.4539090112403,-0.782736187619402
"1561","(11) Scolding","42","23","F","M",0059-11-06,4.25091324200913,3.50091324200913,"5","3",0,11,134,155,63,58,1,0,-1.03569045877726,-0.999785355368422
"1562","(11) Scolding","116","23","M","M",0059-11-06,4.00091324200913,3.50091324200913,"10a","3",0,11,14,155,13,58,0,0,-1.14975006399445,-0.999785355368422
"1563","(11) Scolding","422","387","F","M",0059-11-06,9.08424657534247,9.00091324200913,"111","109a",0,11,109,91,56,1,1,0,1.16946190875514,1.38775548987079
"1564","(11) Scolding","422","423","F","F",0059-11-08,9.08972602739726,6.58972602739726,"111","111",1,11,109,79,56,47,1,1,1.17196184530785,0.341063133433625
"1565","(6) Physical Aggression","422","423","F","F",0059-11-08,9.08972602739726,6.58972602739726,"111","111",1,6,109,79,56,47,1,1,1.17196184530785,0.341063133433625
"1566","(11) Scolding","423","422","F","F",0059-11-08,6.58972602739726,9.08972602739726,"111","111",1,11,108,138,56,47,1,1,0.0313657931359178,1.42630897217872
"1567","(13) Supporting Opinions","389","423","F","F",0059-11-08,7.08972602739726,6.58972602739726,"109a","111",0,13,122,79,15,47,1,1,0.259485003570304,0.341063133433625
"1568","(2) Dominating","98","100","M","M",0059-11-08,6.67305936073059,3.33972602739726,"9c","9c",1,2,78,70,38,44,0,0,0.0693856615416487,-1.069756456935
"1570","(6) Physical Aggression","100","98","M","M",0059-11-08,3.33972602739726,6.67305936073059,"9c","9c",1,6,61,84,38,44,0,0,-1.45140907468759,0.377237994725128
"1571","(17) Playful Teasing","98","100","M","M",0059-11-08,6.67305936073059,3.33972602739726,"9c","9c",1,17,78,70,38,44,0,0,0.0693856615416487,-1.069756456935
"1572","(7) Requesting for Access","98","114","M","M",0059-11-08,6.67305936073059,8.50639269406393,"9c","10a",0,7,78,20,38,16,0,0,0.0693856615416487,1.1730849431382
"1573","(7) Requesting for Access","98","116","M","M",0059-11-08,6.67305936073059,4.00639269406393,"9c","10a",0,7,78,88,38,16,0,0,0.0693856615416487,-0.780357566602975
"1576","(2) Dominating","131","98","M","M",0059-11-08,7.42305936073059,6.67305936073059,"11","9c",0,2,11,84,10,44,0,0,0.411564477193228,0.377237994725128
"1578","(3) Helping","114","131","M","M",0059-11-08,8.50639269406393,7.42305936073059,"10a","11",0,3,28,37,13,29,0,0,0.905822766467731,0.702811746348657
"1579","(2) Dominating","98","100","M","M",0059-11-08,6.67305936073059,3.33972602739726,"9c","9c",1,2,78,70,38,44,0,0,0.0693856615416487,-1.069756456935
"1581","(11) Scolding","116","98","M","M",0059-11-08,4.00639269406393,6.67305936073059,"10a","9c",0,11,14,84,13,44,0,0,-1.14725012744174,0.377237994725128
"1582","(13) Supporting Opinions","100","116","M","M",0059-11-08,3.33972602739726,4.00639269406393,"9c","10a",0,13,61,88,38,16,0,0,-1.45140907468759,-0.780357566602975
"1583","(17) Playful Teasing","98","24","M","M",0059-11-08,6.67305936073059,1.58972602739726,"9c","3",0,17,78,114,38,58,0,0,0.0693856615416487,-1.82942854405657
"1584","(15) Tattling","116","98","M","M",0059-11-08,4.00639269406393,6.67305936073059,"10a","9c",0,15,14,84,13,44,0,0,-1.14725012744174,0.377237994725128
"1585","(4) Leading","403","414","M","M",0059-11-08,6.42305936073059,4.67305936073059,"110a","110b",0,4,1,23,1,19,0,0,-0.0446739436755443,-0.490958676270949
"1587","(6) Physical Aggression","414","357","M","M",0059-11-08,4.67305936073059,5.67305936073059,"110b","105c",0,6,67,12,39,9,0,0,-0.843091180195896,-0.0568603407729103
"1588","(6) Physical Aggression","414","403","M","M",0059-11-08,4.67305936073059,6.42305936073059,"110b","110a",0,6,67,77,39,46,0,0,-0.843091180195896,0.268713410850619
"1589","(11) Scolding","357","403","M","M",0059-11-08,5.67305936073059,6.42305936073059,"105c","110a",0,11,12,77,11,46,0,0,-0.386852759327123,0.268713410850619
"1590","(6) Physical Aggression","49","508","M","M",0059-11-08,6.33972602739726,5.83972602739726,"7","22a",0,6,19,32,18,25,0,0,-0.0826938120812752,0.0154893818100963
"1591","(6) Physical Aggression","229","49","M","M",0059-11-08,9.83972602739726,6.33972602739726,"20","7",0,6,26,14,22,11,0,0,1.51414066095943,0.232538549559116
"1592","(1) Comforting","229","508","M","M",0059-11-08,9.83972602739726,5.83972602739726,"20","22a",0,1,26,32,22,25,0,0,1.51414066095943,0.0154893818100963
"1593","(6) Physical Aggression","508","49","M","M",0059-11-08,5.83972602739726,6.33972602739726,"22a","7",0,6,24,14,21,11,0,0,-0.310813022515661,0.232538549559116
"1594","(7) Requesting for Access","465","485","M","M",0059-11-15,7.19223744292237,3.44223744292237,"115c","117a",0,7,69,75,40,30,0,0,0.306254649910504,-1.025256422086
"1596","(4) Leading","465","483","M","M",0059-11-15,7.19223744292237,5.69223744292237,"115c","117a",0,4,69,122,40,30,0,0,0.306254649910504,-0.0485351672154137
"1598","(7) Requesting for Access","483","485","M","M",0059-11-15,5.69223744292237,3.44223744292237,"117a","117a",1,7,35,75,27,30,0,0,-0.378102981392654,-1.025256422086
"1600","(9) Requesting for Help","465","573","M","F",0059-11-15,7.19223744292237,4.35890410958904,"115c","115d",0,9,69,50,40,35,0,1,0.306254649910504,-0.627332947879465
"1601","(3) Helping","573","465","F","M",0059-11-15,4.35890410958904,7.19223744292237,"115d","115c",0,3,47,76,34,45,1,0,-0.98642087588435,0.602612336031644
"1602","(2) Dominating","465","485","M","M",0059-11-15,7.19223744292237,3.44223744292237,"115c","117a",0,2,69,75,40,30,0,0,0.306254649910504,-1.025256422086
"1603","(4) Leading","465","482","M","M",0059-11-15,7.19223744292237,8.44223744292237,"115c","117a",0,4,69,135,40,30,0,0,0.306254649910504,1.14523525540419
"1605","(4) Leading","483","465","M","M",0059-11-15,5.69223744292237,7.19223744292237,"117a","115c",0,4,35,76,27,45,0,0,-0.378102981392654,0.602612336031644
"1607","(12) Sharing","465","573","M","F",0059-11-15,7.19223744292237,4.35890410958904,"115c","115d",0,12,69,50,40,35,0,1,0.306254649910504,-0.627332947879465
"1608","(12) Sharing","465","485","M","M",0059-11-15,7.19223744292237,3.44223744292237,"115c","117a",0,12,69,75,40,30,0,0,0.306254649910504,-1.025256422086
"1609","(6) Physical Aggression","100","81","M","F",0059-11-15,3.35890410958904,1.94223744292237,"9c","9a",0,6,61,113,38,26,0,1,-1.44265929675312,-1.67640392533306
"1610","(6) Physical Aggression","81","100","F","M",0059-11-15,1.94223744292237,3.35890410958904,"9a","9c",0,6,153,70,23,44,1,0,-2.08899705965055,-1.0614312833775
"1611","(11) Scolding","78","81","F","F",0059-11-15,7.77557077625571,1.94223744292237,"9a","9a",1,11,27,113,23,26,1,1,0.572393728750622,-1.67640392533306
"1612","(6) Physical Aggression","79","100","F","M",0059-11-15,6.10890410958904,3.35890410958904,"9a","9c",0,6,101,70,23,44,1,0,-0.188003639363999,-1.0614312833775
"1613","(11) Scolding","78","79","F","F",0059-11-15,7.77557077625571,6.10890410958904,"9a","9a",1,11,27,85,23,26,1,1,0.572393728750622,0.132339139242102
"1614","(6) Physical Aggression","100","79","M","F",0059-11-15,3.35890410958904,6.10890410958904,"9c","9a",0,6,61,85,38,26,0,1,-1.44265929675312,0.132339139242102
"1615","(14) Taking Away","88","87","M","M",0059-11-15,7.52557077625571,9.60890410958904,"9b","9b",1,14,118,124,14,18,0,0,0.458334123533429,1.65168331348524
"1616","(2) Dominating","87","88","M","M",0059-11-15,9.60890410958904,7.52557077625571,"9b","9b",1,2,111,110,14,18,0,0,1.4088308336767,0.747311781197657
"1618","(11) Scolding","88","87","M","M",0059-11-15,7.52557077625571,9.60890410958904,"9b","9b",1,11,118,124,14,18,0,0,0.458334123533429,1.65168331348524
