"","Obs_Index","Behavior","Initiator_ID","Recipient_ID","Score","Notes","Initiator_Gender","Recipient_Gender","Initiator_Age_Group","Initiator_Age","Recipient_Age_Group","Recipient_Age","Initiator_Age_cut","Recipient_Age_cut","Initiator_To_Recipient","lumped_behavior","refined_behavior","y","init_id","recp_id","init_g","recp_g","init_age_z","recp_age_z"
"8479",1313,"verbal aggression","145","156","1.0","Copulate with your mom","M","F","child",5,"child",9,"(3,6]","(6,9]","Younger","verbal aggression","verbal aggression_1.0",51,33,176,0,1,-0.135496870812659,1.73067742206873
"8480",1314,"teasing","108","540","1.0",NA,"M","M","child",4,"child",0,"(3,6]",NA,"Older","teasing_1.0","teasing_1.0",50,119,154,0,0,-0.587153106854854,-2.12427066446828
"8481",1314,"physical aggression","108","540","0.5",NA,"M","M","child",4,"child",0,"(3,6]",NA,"Older","Z","physical aggression_0.5",52,119,154,0,0,-0.587153106854854,-2.12427066446828
"8487",1315,"sibling care","318","321","0.5",NA,"M","F","child",5,"child",0,"(3,6]",NA,"Older","sibling care","sibling care_0.5",41,94,105,0,1,-0.135496870812659,-2.12427066446828
"8488",1315,"dominating","318","321","0.5",NA,"M","F","child",5,"child",0,"(3,6]",NA,"Older","dominating","dominating_0.5",5,94,105,0,1,-0.135496870812659,-2.12427066446828
"8489",1315,"submitting","321","318","0.5",NA,"F","M","child",0,"child",5,NA,"(3,6]","Younger","submitting","submitting_0.5",42,183,103,1,0,-2.39377805102364,0.0173671613856132
"8490",1315,"dominating","318","319","0.5",NA,"M","F","child",5,"child",3,"(3,6]","(0,3]","Older","dominating","dominating_0.5",5,94,104,0,1,-0.135496870812659,-0.839287968955946
"8491",1315,"submitting","319","318","0.5",NA,"F","M","child",3,"child",5,"(0,3]","(3,6]","Younger","submitting","submitting_0.5",42,95,103,1,0,-1.03880934289705,0.0173671613856132
"8492",1315,"tattling","319","321","0.5","third-party, tell their own grandpa","F","F","child",3,"child",0,"(0,3]",NA,"Older","tattling","tattling_0.5",47,95,105,1,1,-1.03880934289705,-2.12427066446828
"8496",1315,"verbal aggression","318","321","1.0","cursing, copulate, beat you to death","M","F","child",5,"child",0,"(3,6]",NA,"Older","verbal aggression","verbal aggression_1.0",51,94,105,0,1,-0.135496870812659,-2.12427066446828
"8497",1315,"teasing","318","321","0.5",NA,"M","F","child",5,"child",0,"(3,6]",NA,"Older","teasing_0.5","teasing_0.5",49,94,105,0,1,-0.135496870812659,-2.12427066446828
"8498",1316,"scolding","275","278","0.5",NA,"F","F","child",3,"child",1,"(0,3]","(0,3]","Older","scolding","scolding_0.5",38,13,186,1,1,-1.03880934289705,-1.6959430992975
"8499",1316,"physical aggression","275","278","0.5",NA,"F","F","child",3,"child",1,"(0,3]","(0,3]","Older","Z","physical aggression_0.5",52,13,186,1,1,-1.03880934289705,-1.6959430992975
"8500",1317,"teasing","356","403","0.5",NA,"F","M","child",6,"child",6,"(3,6]","(3,6]","Same","teasing_0.5","teasing_0.5",49,152,2,1,0,0.316159365229537,0.445694726556393
"8501",1317,"scolding","356","403","1.0",NA,"F","M","child",6,"child",6,"(3,6]","(3,6]","Same","scolding","scolding_1.0",38,152,2,1,0,0.316159365229537,0.445694726556393
"8502",1317,"request for help","403","364","0.5",NA,"M","M","child",6,"child",4,"(3,6]","(3,6]","Older","request for help","request for help_0.5",33,1,106,0,0,0.316159365229537,-0.410960403785166
"8503",1317,"helping","364","403","0.5",NA,"M","M","child",4,"child",6,"(3,6]","(3,6]","Younger","helping","helping_0.5",14,96,2,0,0,-0.587153106854854,0.445694726556393
"8504",1317,"leading","403","364","1.0","indirect, ask to exclude 365","M","M","child",6,"child",4,"(3,6]","(3,6]","Older","leading","leading_1.0",16,1,106,0,0,0.316159365229537,-0.410960403785166
"8505",1317,"following","364","403","1.0",NA,"M","M","child",4,"child",6,"(3,6]","(3,6]","Younger","following","following_1.0",6,96,2,0,0,-0.587153106854854,0.445694726556393
"8506",1317,"teasing","364","356","1.0",NA,"M","F","child",4,"child",6,"(3,6]","(3,6]","Younger","teasing_1.0","teasing_1.0",50,96,156,0,1,-0.587153106854854,0.445694726556393
"8507",1317,"request for access","390","403","0.5",NA,"F","M","child",6,"child",6,"(3,6]","(3,6]","Same","request for access","request for access_0.5",31,108,2,1,0,0.316159365229537,0.445694726556393
"8508",1317,"granting access","403","390","0.5",NA,"M","F","child",6,"child",6,"(3,6]","(3,6]","Same","granting access","granting access_0.5",10,1,116,0,1,0.316159365229537,0.445694726556393
"8509",1317,"request for sharing","356","403","0.5",NA,"F","M","child",6,"child",6,"(3,6]","(3,6]","Same","request for sharing","request for sharing_0.5",37,152,2,1,0,0.316159365229537,0.445694726556393
"8510",1317,"ownership assertion","356","403","0.5",NA,"F","M","child",6,"child",6,"(3,6]","(3,6]","Same","ownership assertion","ownership assertion_0.5",22,152,2,1,0,0.316159365229537,0.445694726556393
"8511",1317,"sharing","403","356","0.0",NA,"M","F","child",6,"child",6,"(3,6]","(3,6]","Same","sharing_0.0","sharing_0.0",40,1,156,0,1,0.316159365229537,0.445694726556393
"8512",1317,"sharing","364","403","0.5",NA,"M","M","child",4,"child",6,"(3,6]","(3,6]","Younger","sharing","sharing_0.5",39,96,2,0,0,-0.587153106854854,0.445694726556393
"8513",1317,"request for help","364","403","0.5",NA,"M","M","child",4,"child",6,"(3,6]","(3,6]","Younger","request for help","request for help_0.5",33,96,2,0,0,-0.587153106854854,0.445694726556393
"8514",1317,"helping","403","364","0.5",NA,"M","M","child",6,"child",4,"(3,6]","(3,6]","Older","helping","helping_0.5",14,1,106,0,0,0.316159365229537,-0.410960403785166
"8515",1318,"teasing","78","97","1.0",NA,"F","F","child",7,"child",8,"(6,9]","(6,9]","Younger","teasing_1.0","teasing_1.0",50,40,82,1,1,0.767815601271733,1.30234985689795
"8516",1318,"scolding","97","78","0.5",NA,"F","F","child",8,"child",7,"(6,9]","(6,9]","Older","scolding","scolding_0.5",38,74,42,1,1,1.21947183731393,0.874022291727172
"8517",1318,"look","78","97","0.5",NA,"F","F","child",7,"child",8,"(6,9]","(6,9]","Younger","look","look_0.5",17,40,82,1,1,0.767815601271733,1.30234985689795
"8518",1319,"leading","87","114","1.0",NA,"M","M","child",9,"child",8,"(6,9]","(6,9]","Older","leading","leading_1.0",16,131,24,0,0,1.67112807335612,1.30234985689795
"8519",1319,"following","114","87","0.5",NA,"M","M","child",8,"child",9,"(6,9]","(6,9]","Younger","following","following_0.5",6,24,137,0,0,1.21947183731393,1.73067742206873
"8520",1319,"request for access","7","114","0.5",NA,"M","M","child",3,"child",8,"(0,3]","(6,9]","Younger","request for access","request for access_0.5",31,88,24,0,0,-1.03880934289705,1.30234985689795
"8521",1319,"granting access","114","7","0.5",NA,"M","M","child",8,"child",3,"(6,9]","(0,3]","Older","granting access","granting access_0.5",10,24,95,0,0,1.21947183731393,-0.839287968955946
"8522",1319,"request for access","17","87","0.5",NA,"M","M","child",5,"child",9,"(3,6]","(6,9]","Younger","request for access","request for access_0.5",31,32,137,0,0,-0.135496870812659,1.73067742206873
"8523",1319,"granting access","87","17","0.5",NA,"M","M","child",9,"child",5,"(6,9]","(3,6]","Older","granting access","granting access_0.5",10,131,33,0,0,1.67112807335612,0.0173671613856132
"8524",1319,"teasing","114","87","1.0","playful, but with aggressive words","M","M","child",8,"child",9,"(6,9]","(6,9]","Younger","teasing_1.0","teasing_1.0",50,24,137,0,0,1.21947183731393,1.73067742206873
"8525",1319,"scolding","87","89","0.5",NA,"M","M","child",9,"child",5,"(6,9]","(3,6]","Older","scolding","scolding_0.5",38,131,27,0,0,1.67112807335612,0.0173671613856132
"8526",1320,"physical aggression","115","114","0.5",NA,"F","M","child",5,"child",8,"(3,6]","(6,9]","Younger","Z","physical aggression_0.5",52,70,24,1,0,-0.135496870812659,1.30234985689795
"8527",1320,"scolding","115","114","0.5",NA,"F","M","child",5,"child",8,"(3,6]","(6,9]","Younger","scolding","scolding_0.5",38,70,24,1,0,-0.135496870812659,1.30234985689795
"8528",1320,"teasing","115","114","1.0",NA,"F","M","child",5,"child",8,"(3,6]","(6,9]","Younger","teasing_1.0","teasing_1.0",50,70,24,1,0,-0.135496870812659,1.30234985689795
"8529",1320,"physical aggression","114","115","1.0",NA,"M","F","child",8,"child",5,"(6,9]","(3,6]","Older","Z","physical aggression_1.0",52,24,80,0,1,1.21947183731393,0.0173671613856132
"8530",1320,"teasing","131","23","1.0","to other kids","M","M","child",7,"child",3,"(6,9]","(0,3]","Older","teasing_1.0","teasing_1.0",50,21,145,0,0,0.767815601271733,-0.839287968955946
"8531",1320,"teasing","144","23","0.5",NA,"M","M","child",7,"child",3,"(6,9]","(0,3]","Older","teasing_0.5","teasing_0.5",49,54,145,0,0,0.767815601271733,-0.839287968955946
"8532",1320,"dominating","115","117","0.5",NA,"F","F","child",5,"child",0,"(3,6]",NA,"Older","dominating","dominating_0.5",5,70,134,1,1,-0.135496870812659,-2.12427066446828
"8533",1320,"submitting","117","115","0.0",NA,"F","F","child",0,"child",5,NA,"(3,6]","Younger","submitting_0.0","submitting_0.0",43,192,80,1,1,-2.39377805102364,0.0173671613856132
"8534",1320,"leading","131","117","0.5",NA,"M","F","child",7,"child",0,"(6,9]",NA,"Older","leading","leading_0.5",16,21,134,0,1,0.767815601271733,-2.12427066446828
"8535",1320,"following","117","131","0.5",NA,"F","M","child",0,"child",7,NA,"(6,9]","Younger","following","following_0.5",6,192,46,1,0,-2.39377805102364,0.874022291727172
"8536",1320,"helping","131","114","0.5",NA,"M","M","child",7,"child",8,"(6,9]","(6,9]","Younger","helping","helping_0.5",14,21,24,0,0,0.767815601271733,1.30234985689795
"8537",1320,"reject helping","114","131","0.5",NA,"M","M","child",8,"child",7,"(6,9]","(6,9]","Older","reject helping","reject helping_0.5",27,24,46,0,0,1.21947183731393,0.874022291727172
"8538",1320,"leading","114","18","0.5",NA,"M","M","child",8,"child",2,"(6,9]","(0,3]","Older","leading","leading_0.5",16,24,34,0,0,1.21947183731393,-1.26761553412673
"8539",1320,"following","18","114","0.5",NA,"M","M","child",2,"child",8,"(0,3]","(6,9]","Younger","following","following_0.5",6,31,24,0,0,-1.49046557893925,1.30234985689795
"8540",1320,"dominating","115","18","0.5",NA,"F","M","child",5,"child",2,"(3,6]","(0,3]","Older","dominating","dominating_0.5",5,70,34,1,0,-0.135496870812659,-1.26761553412673
"8541",1320,"submitting","18","115","0.5",NA,"M","F","child",2,"child",5,"(0,3]","(3,6]","Younger","submitting","submitting_0.5",42,31,80,0,1,-1.49046557893925,0.0173671613856132
"8542",1321,"teasing","318","344","0.5",NA,"M","F","child",5,"child",4,"(3,6]","(3,6]","Older","teasing_0.5","teasing_0.5",49,94,144,0,1,-0.135496870812659,-0.410960403785166
"8543",1321,"helping","349","344","0.5",NA,"F","F","child",3,"child",4,"(0,3]","(3,6]","Younger","helping","helping_0.5",14,177,144,1,1,-1.03880934289705,-0.410960403785166
"8544",1321,"sharing","344","349","0.5",NA,"F","F","child",4,"child",3,"(3,6]","(0,3]","Older","sharing","sharing_0.5",39,97,192,1,1,-0.587153106854854,-0.839287968955946
"8545",1321,"leading","344","318","1.0",NA,"F","M","child",4,"child",5,"(3,6]","(3,6]","Younger","leading","leading_1.0",16,97,103,1,0,-0.587153106854854,0.0173671613856132
"8546",1321,"following","318","344","0.5",NA,"M","F","child",5,"child",4,"(3,6]","(3,6]","Older","following","following_0.5",6,94,144,0,1,-0.135496870812659,-0.410960403785166
"8547",1321,"teasing","318","344","0.5","sacarstically following","M","F","child",5,"child",4,"(3,6]","(3,6]","Older","teasing_0.5","teasing_0.5",49,94,144,0,1,-0.135496870812659,-0.410960403785166
"8549",1321,"support opinion","349","344","0.5",NA,"F","F","child",3,"child",4,"(0,3]","(3,6]","Younger","support opinion","support opinion_0.5",44,177,144,1,1,-1.03880934289705,-0.410960403785166
"8562",1323,"request for sharing","273","277","0.5","nicely","F","M","child",6,"child",1,"(3,6]","(0,3]","Older","request for sharing","request for sharing_0.5",37,51,56,1,0,0.316159365229537,-1.6959430992975
"8563",1323,"sharing","277","273","0.0","nastly","M","F","child",1,"child",6,"(0,3]","(3,6]","Younger","sharing_0.0","sharing_0.0",40,50,55,0,1,-1.94212181498144,0.445694726556393
"8566",1323,"dominating","273","277","1.0",NA,"F","M","child",6,"child",1,"(3,6]","(0,3]","Older","dominating","dominating_1.0",5,51,56,1,0,0.316159365229537,-1.6959430992975
"8567",1323,"submitting","277","273","0.0",NA,"M","F","child",1,"child",6,"(0,3]","(3,6]","Younger","submitting_0.0","submitting_0.0",43,50,55,0,1,-1.94212181498144,0.445694726556393
"8570",1323,"teasing","301","277","1.0",NA,"F","M","child",4,"child",1,"(3,6]","(0,3]","Older","teasing_1.0","teasing_1.0",50,105,56,1,0,-0.587153106854854,-1.6959430992975
"8576",1326,"request for help","319","318","1.0",NA,"F","M","child",3,"child",5,"(0,3]","(3,6]","Younger","request for help","request for help_1.0",33,95,103,1,0,-1.03880934289705,0.0173671613856132
"8577",1326,"helping","318","319","0.0",NA,"M","F","child",5,"child",3,"(3,6]","(0,3]","Older","helping_0.0","helping_0.0",15,94,104,0,1,-0.135496870812659,-0.839287968955946
"8578",1326,"leading","337","318","0.5",NA,"M","M","child",5,"child",5,"(3,6]","(3,6]","Same","leading","leading_0.5",16,14,103,0,0,-0.135496870812659,0.0173671613856132
"8579",1326,"following","318","337","0.5",NA,"M","M","child",5,"child",5,"(3,6]","(3,6]","Same","following","following_0.5",6,94,16,0,0,-0.135496870812659,0.0173671613856132
"8580",1327,"teasing","231","194","1.0",NA,"M","M","child",3,"child",3,"(0,3]","(0,3]","Same","teasing_1.0","teasing_1.0",50,5,9,0,0,-1.03880934289705,-0.839287968955946
"8581",1327,"dominating","231","194","1.0",NA,"M","M","child",3,"child",3,"(0,3]","(0,3]","Same","dominating","dominating_1.0",5,5,9,0,0,-1.03880934289705,-0.839287968955946
"8582",1327,"submitting","194","231","0.5",NA,"M","M","child",3,"child",3,"(0,3]","(0,3]","Same","submitting","submitting_0.5",42,8,4,0,0,-1.03880934289705,-0.839287968955946
"8585",1328,"leading","210","186","1.0",NA,"M","F","child",4,"child",5,"(3,6]","(3,6]","Younger","leading","leading_1.0",16,85,124,0,1,-0.587153106854854,0.0173671613856132
"8586",1328,"following","186","210","1.0",NA,"F","M","child",5,"child",4,"(3,6]","(3,6]","Older","following","following_1.0",6,91,93,1,0,-0.135496870812659,-0.410960403785166
"8587",1328,"leading","186","210","0.5",NA,"F","M","child",5,"child",4,"(3,6]","(3,6]","Older","leading","leading_0.5",16,91,93,1,0,-0.135496870812659,-0.410960403785166
"8588",1328,"following","210","186","0.5",NA,"M","F","child",4,"child",5,"(3,6]","(3,6]","Younger","following","following_0.5",6,85,124,0,1,-0.587153106854854,0.0173671613856132
"8589",1328,"helping","186","187","0.5",NA,"F","F","child",5,"child",1,"(3,6]","(0,3]","Older","helping","helping_0.5",14,91,32,1,1,-0.135496870812659,-1.6959430992975
"8590",1328,"request for help","210","187","0.5",NA,"M","F","child",4,"child",1,"(3,6]","(0,3]","Older","request for help","request for help_0.5",33,85,32,0,1,-0.587153106854854,-1.6959430992975
"8591",1328,"helping","187","210","0.5",NA,"F","M","child",1,"child",4,"(0,3]","(3,6]","Younger","helping","helping_0.5",14,30,93,1,0,-1.94212181498144,-0.410960403785166
"8592",1328,"leading","187","186","0.5",NA,"F","F","child",1,"child",5,"(0,3]","(3,6]","Younger","leading","leading_0.5",16,30,124,1,1,-1.94212181498144,0.0173671613856132
"8593",1328,"following","186","187","0.5",NA,"F","F","child",5,"child",1,"(3,6]","(0,3]","Older","following","following_0.5",6,91,32,1,1,-0.135496870812659,-1.6959430992975
"8594",1329,"request for help","160","156","0.5",NA,"F","F","child",2,"child",9,"(0,3]","(6,9]","Younger","request for help","request for help_0.5",33,169,176,1,1,-1.49046557893925,1.73067742206873
"8595",1329,"helping","156","160","0.5",NA,"F","F","child",9,"child",2,"(6,9]","(0,3]","Older","helping","helping_0.5",14,166,175,1,1,1.67112807335612,-1.26761553412673
"8596",1329,"leading","156","150","1.0",NA,"F","M","child",9,"child",2,"(6,9]","(0,3]","Older","leading","leading_1.0",16,166,67,1,0,1.67112807335612,-1.26761553412673
"8597",1329,"following","150","156","0.5",NA,"M","F","child",2,"child",9,"(0,3]","(6,9]","Younger","following","following_0.5",6,61,176,0,1,-1.49046557893925,1.73067742206873
"8598",1329,"leading","156","160","1.0",NA,"F","F","child",9,"child",2,"(6,9]","(0,3]","Older","leading","leading_1.0",16,166,175,1,1,1.67112807335612,-1.26761553412673
"8599",1329,"following","160","156","0.0",NA,"F","F","child",2,"child",9,"(0,3]","(6,9]","Younger","following_0.0","following_0.0",7,169,176,1,1,-1.49046557893925,1.73067742206873
"8600",1329,"scolding","156","160","0.5",NA,"F","F","child",9,"child",2,"(6,9]","(0,3]","Older","scolding","scolding_0.5",38,166,175,1,1,1.67112807335612,-1.26761553412673
"8602",1330,"support opinion","465","88","0.5",NA,"M","M","child",6,"child",7,"(3,6]","(6,9]","Younger","support opinion","support opinion_0.5",44,82,125,0,0,0.316159365229537,0.874022291727172
"8608",1331,"taking","424","415","1.0",NA,"M","M","child",4,"child",2,"(3,6]","(0,3]","Older","taking","taking_1.0",46,144,132,0,0,-0.587153106854854,-1.26761553412673
"8609",1331,"verbal aggression","415","424","0.5","cursing, copulate","M","M","child",2,"child",4,"(0,3]","(3,6]","Younger","verbal aggression","verbal aggression_0.5",51,101,160,0,0,-1.49046557893925,-0.410960403785166
"8610",1331,"teasing","364","450","1.0",NA,"M","M","child",4,"child",3,"(3,6]","(0,3]","Older","teasing_1.0","teasing_1.0",50,96,66,0,0,-0.587153106854854,-0.839287968955946
"8611",1331,"teasing","450","364","1.0",NA,"M","M","child",3,"child",4,"(0,3]","(3,6]","Younger","teasing_1.0","teasing_1.0",50,81,106,0,0,-1.03880934289705,-0.410960403785166
"8612",1331,"teasing","424","450","1.0",NA,"M","M","child",4,"child",3,"(3,6]","(0,3]","Older","teasing_1.0","teasing_1.0",50,144,66,0,0,-0.587153106854854,-0.839287968955946
"8613",1331,"teasing","450","424","1.0",NA,"M","M","child",3,"child",4,"(0,3]","(3,6]","Younger","teasing_1.0","teasing_1.0",50,81,160,0,0,-1.03880934289705,-0.410960403785166
"8614",1331,"teasing","370","450","0.5",NA,"M","M","child",4,"child",3,"(3,6]","(0,3]","Older","teasing_0.5","teasing_0.5",49,92,66,0,0,-0.587153106854854,-0.839287968955946
"8615",1331,"teasing","450","370","1.0",NA,"M","M","child",3,"child",4,"(0,3]","(3,6]","Younger","teasing_1.0","teasing_1.0",50,81,100,0,0,-1.03880934289705,-0.410960403785166
"8616",1331,"scolding","450","424","1.0",NA,"M","M","child",3,"child",4,"(0,3]","(3,6]","Younger","scolding","scolding_1.0",38,81,160,0,0,-1.03880934289705,-0.410960403785166
"8617",1331,"comforting","424","450","0.5",NA,"M","M","child",4,"child",3,"(3,6]","(0,3]","Older","comforting","comforting_0.5",2,144,66,0,0,-0.587153106854854,-0.839287968955946
"8618",1332,"leading","46","115","1.0",NA,"F","F","child",9,"child",5,"(6,9]","(3,6]","Older","leading","leading_1.0",16,120,80,1,1,1.67112807335612,0.0173671613856132
"8619",1332,"following","115","46","0.0",NA,"F","F","child",5,"child",9,"(3,6]","(6,9]","Younger","following_0.0","following_0.0",7,70,127,1,1,-0.135496870812659,1.73067742206873
"8626",1332,"teasing","46","45","0.5",NA,"F","M","child",9,"child",0,"(6,9]",NA,"Older","teasing_0.5","teasing_0.5",49,120,181,1,0,1.67112807335612,-2.12427066446828
"8627",1333,"leading","45","108","1.0",NA,"M","M","child",0,"child",4,NA,"(3,6]","Younger","leading","leading_1.0",16,170,26,0,0,-2.39377805102364,-0.410960403785166
"8628",1333,"following","108","45","1.0",NA,"M","M","child",4,"child",0,"(3,6]",NA,"Older","following","following_1.0",6,119,181,0,0,-0.587153106854854,-2.12427066446828
"8629",1333,"teasing","108","17","0.5",NA,"M","M","child",4,"child",5,"(3,6]","(3,6]","Younger","teasing_0.5","teasing_0.5",49,119,33,0,0,-0.587153106854854,0.0173671613856132
"8632",1334,"teasing","158","165","0.5",NA,"F","F","child",4,"child",4,"(3,6]","(3,6]","Same","teasing_0.5","teasing_0.5",49,154,17,1,1,-0.587153106854854,-0.410960403785166
"8633",1334,"leading","165","50","0.5",NA,"F","F","child",4,"child",4,"(3,6]","(3,6]","Same","leading","leading_0.5",16,17,20,1,1,-0.587153106854854,-0.410960403785166
"8634",1334,"following","50","165","0.5",NA,"F","F","child",4,"child",4,"(3,6]","(3,6]","Same","following","following_0.5",6,20,17,1,1,-0.587153106854854,-0.410960403785166
"8635",1334,"teasing","165","50","0.5",NA,"F","F","child",4,"child",4,"(3,6]","(3,6]","Same","teasing_0.5","teasing_0.5",49,17,20,1,1,-0.587153106854854,-0.410960403785166
"8636",1335,"leading","32","33","1.0",NA,"F","F","child",6,"child",5,"(3,6]","(3,6]","Older","leading","leading_1.0",16,67,48,1,1,0.316159365229537,0.0173671613856132
"8637",1335,"following","33","32","0.0",NA,"F","F","child",5,"child",6,"(3,6]","(3,6]","Younger","following_0.0","following_0.0",7,43,73,1,1,-0.135496870812659,0.445694726556393
"8638",1335,"leading","32","42","1.0",NA,"F","F","child",6,"child",3,"(3,6]","(0,3]","Older","leading","leading_1.0",16,67,126,1,1,0.316159365229537,-0.839287968955946
"8639",1335,"following","42","32","0.5",NA,"F","F","child",3,"child",6,"(0,3]","(3,6]","Younger","following","following_0.5",6,121,73,1,1,-1.03880934289705,0.445694726556393
"8641",1335,"support opinion","42","41","0.5",NA,"F","F","child",3,"child",5,"(0,3]","(3,6]","Younger","support opinion","support opinion_0.5",44,121,78,1,1,-1.03880934289705,0.0173671613856132
"8642",1335,"scolding","41","33","0.5",NA,"F","F","child",5,"child",5,"(3,6]","(3,6]","Same","scolding","scolding_0.5",38,69,48,1,1,-0.135496870812659,0.0173671613856132
"8643",1335,"support opinion","46","32","0.5","don't do that anymore, 33","F","F","child",9,"child",6,"(6,9]","(3,6]","Older","support opinion","support opinion_0.5",44,120,73,1,1,1.67112807335612,0.445694726556393
"8644",1336,"leading","301","414","0.5",NA,"F","M","child",4,"child",4,"(3,6]","(3,6]","Same","leading","leading_0.5",16,105,29,1,0,-0.587153106854854,-0.410960403785166
"8645",1336,"following","414","301","0.5",NA,"M","F","child",4,"child",4,"(3,6]","(3,6]","Same","following","following_0.5",6,80,113,0,1,-0.587153106854854,-0.410960403785166
"8650",1336,"teasing","302","414","0.5",NA,"M","M","child",3,"child",4,"(0,3]","(3,6]","Younger","teasing_0.5","teasing_0.5",49,103,29,0,0,-1.03880934289705,-0.410960403785166
"8654",1338,"dominating","400","403","0.5",NA,"F","M","child",8,"child",6,"(6,9]","(3,6]","Older","dominating","dominating_0.5",5,110,2,1,0,1.21947183731393,0.445694726556393
"8655",1338,"submitting","403","400","0.0",NA,"M","F","child",6,"child",8,"(3,6]","(6,9]","Younger","submitting_0.0","submitting_0.0",43,1,118,0,1,0.316159365229537,1.30234985689795
"8656",1338,"dominating","423","403","1.0",NA,"F","M","child",6,"child",6,"(3,6]","(3,6]","Same","dominating","dominating_1.0",5,111,2,1,0,0.316159365229537,0.445694726556393
"8657",1338,"submitting","403","423","0.5",NA,"M","F","child",6,"child",6,"(3,6]","(3,6]","Same","submitting","submitting_0.5",42,1,92,0,1,0.316159365229537,0.445694726556393
"8658",1338,"physical aggression","403","423","0.5",NA,"M","F","child",6,"child",6,"(3,6]","(3,6]","Same","Z","physical aggression_0.5",52,1,92,0,1,0.316159365229537,0.445694726556393
"8659",1338,"look","423","403","0.5",NA,"F","M","child",6,"child",6,"(3,6]","(3,6]","Same","look","look_0.5",17,111,2,1,0,0.316159365229537,0.445694726556393
"8662",1339,"request for help","391","470","0.5",NA,"M","F","child",4,"child",6,"(3,6]","(3,6]","Younger","request for help","request for help_0.5",33,3,109,0,1,-0.587153106854854,0.445694726556393
"8663",1339,"helping","470","391","0.5",NA,"F","M","child",6,"child",4,"(3,6]","(3,6]","Older","helping","helping_0.5",14,99,3,1,0,0.316159365229537,-0.410960403785166
"8664",1339,"teasing","424","391","0.5",NA,"M","M","child",4,"child",4,"(3,6]","(3,6]","Same","teasing_0.5","teasing_0.5",49,144,3,0,0,-0.587153106854854,-0.410960403785166
"8665",1339,"verbal aggression","391","424","0.5","cursing, copulate","M","M","child",4,"child",4,"(3,6]","(3,6]","Same","verbal aggression","verbal aggression_0.5",51,3,160,0,0,-0.587153106854854,-0.410960403785166
"8669",1341,"request for sharing","482","483","0.5",NA,"M","M","child",8,"child",5,"(6,9]","(3,6]","Older","request for sharing","request for sharing_0.5",37,141,53,0,0,1.21947183731393,0.0173671613856132
"8670",1341,"taking","482","483","0.5",NA,"M","M","child",8,"child",5,"(6,9]","(3,6]","Older","taking","taking_0.5",46,141,53,0,0,1.21947183731393,0.0173671613856132
"8671",1341,"leading","482","483","1.0","with instructions, several times","M","M","child",8,"child",5,"(6,9]","(3,6]","Older","leading","leading_1.0",16,141,53,0,0,1.21947183731393,0.0173671613856132
"8672",1341,"following","483","482","1.0",NA,"M","M","child",5,"child",8,"(3,6]","(6,9]","Younger","following","following_1.0",6,48,146,0,0,-0.135496870812659,1.30234985689795
"8682",1344,"leading","403","357","0.5",NA,"M","M","child",6,"child",5,"(3,6]","(3,6]","Older","leading","leading_0.5",16,1,15,0,0,0.316159365229537,0.0173671613856132
"8683",1344,"following","357","403","0.5",NA,"M","M","child",5,"child",6,"(3,6]","(3,6]","Younger","following","following_0.5",6,15,2,0,0,-0.135496870812659,0.445694726556393
"8684",1344,"leading","294","403","0.5",NA,"M","M","child",5,"child",6,"(3,6]","(3,6]","Younger","leading","leading_0.5",16,10,2,0,0,-0.135496870812659,0.445694726556393
"8685",1344,"following","403","294","0.5",NA,"M","M","child",6,"child",5,"(3,6]","(3,6]","Older","following","following_0.5",6,1,10,0,0,0.316159365229537,0.0173671613856132
"8687",1345,"scolding","156","49","0.5",NA,"F","M","child",9,"child",6,"(6,9]","(3,6]","Older","scolding","scolding_0.5",38,166,19,1,0,1.67112807335612,0.445694726556393
"8688",1345,"sibling care","156","160","0.5",NA,"F","F","child",9,"child",2,"(6,9]","(0,3]","Older","sibling care","sibling care_0.5",41,166,175,1,1,1.67112807335612,-1.26761553412673
"8689",1345,"request for access","160","156","1.0",NA,"F","F","child",2,"child",9,"(0,3]","(6,9]","Younger","request for access","request for access_1.0",31,169,176,1,1,-1.49046557893925,1.73067742206873
"8690",1345,"granting access","156","160","1.0",NA,"F","F","child",9,"child",2,"(6,9]","(0,3]","Older","granting access","granting access_1.0",10,166,175,1,1,1.67112807335612,-1.26761553412673
"8691",1345,"granting access","156","157","1.0","twice","F","M","child",9,"child",7,"(6,9]","(6,9]","Older","granting access","granting access_1.0",10,166,59,1,0,1.67112807335612,0.874022291727172
"8692",1346,"tattling","201","186","0.5","third-party, tell first party's sibling","M","F","child",2,"child",5,"(0,3]","(3,6]","Younger","tattling","tattling_0.5",47,38,124,0,1,-1.49046557893925,0.0173671613856132
"8693",1346,"request for sharing","184","186","1.0",NA,"M","F","child",8,"child",5,"(6,9]","(3,6]","Older","request for sharing","request for sharing_1.0",37,28,124,0,1,1.21947183731393,0.0173671613856132
"8694",1346,"sharing","186","184","1.0",NA,"F","M","child",5,"child",8,"(3,6]","(6,9]","Younger","sharing","sharing_1.0",39,91,31,1,0,-0.135496870812659,1.30234985689795
"8695",1346,"scolding","186","210","0.5",NA,"F","M","child",5,"child",4,"(3,6]","(3,6]","Older","scolding","scolding_0.5",38,91,93,1,0,-0.135496870812659,-0.410960403785166
