"","Obs_Index","Behavior","Initiator_ID","Recipient_ID","Score","Notes","Initiator_Gender","Recipient_Gender","Initiator_Age_Group","Initiator_Age","Recipient_Age_Group","Recipient_Age","Initiator_Age_cut","Recipient_Age_cut","Initiator_To_Recipient","lumped_behavior","refined_behavior","y","init_id","recp_id","init_g","recp_g","init_age_z","recp_age_z"
"1",0,"dominating","403","392","1.0",NA,"M","F","child",6,"child",3,"(3,6]","(0,3]","Older","dominating","dominating_1.0",5,1,1,0,1,0.316159365229537,-0.839287968955946
"2",0,"submitting","392","403","0.0",NA,"F","M","child",3,"child",6,"(0,3]","(3,6]","Younger","submitting_0.0","submitting_0.0",43,2,2,1,0,-1.03880934289705,0.445694726556393
"3",0,"dominating","403","391","0.5",NA,"M","M","child",6,"child",4,"(3,6]","(3,6]","Older","dominating","dominating_0.5",5,1,3,0,0,0.316159365229537,-0.410960403785166
"4",0,"submitting","391","403","0.0",NA,"M","M","child",4,"child",6,"(3,6]","(3,6]","Younger","submitting_0.0","submitting_0.0",43,3,2,0,0,-0.587153106854854,0.445694726556393
"14",1,"leading","206","231","0.5",NA,"M","M","child",5,"child",3,"(3,6]","(0,3]","Older","leading","leading_0.5",16,4,4,0,0,-0.135496870812659,-0.839287968955946
"16",1,"dominating","206","231","0.5","threaten that goose will bite him","M","M","child",5,"child",3,"(3,6]","(0,3]","Older","dominating","dominating_0.5",5,4,4,0,0,-0.135496870812659,-0.839287968955946
"18",1,"submitting","231","206","0.5",NA,"M","M","child",3,"child",5,"(0,3]","(3,6]","Younger","submitting","submitting_0.5",42,5,5,0,0,-1.03880934289705,0.0173671613856132
"22",1,"request for help","206","193","0.5",NA,"M","F","child",5,"child",5,"(3,6]","(3,6]","Same","request for help","request for help_0.5",33,4,6,0,1,-0.135496870812659,0.0173671613856132
"27",1,"leading","206","193","0.5",NA,"M","F","child",5,"child",5,"(3,6]","(3,6]","Same","leading","leading_0.5",16,4,6,0,1,-0.135496870812659,0.0173671613856132
"28",1,"following","193","206","0.5",NA,"F","M","child",5,"child",5,"(3,6]","(3,6]","Same","following","following_0.5",6,6,5,1,0,-0.135496870812659,0.0173671613856132
"29",1,"dominating","539","206","0.5",NA,"F","M","child",2,"child",5,"(0,3]","(3,6]","Younger","dominating","dominating_0.5",5,7,5,1,0,-1.49046557893925,0.0173671613856132
"30",1,"submitting","206","539","0.0",NA,"M","F","child",5,"child",2,"(3,6]","(0,3]","Older","submitting_0.0","submitting_0.0",43,4,7,0,1,-0.135496870812659,-1.26761553412673
"33",1,"teasing","206","195","0.5",NA,"M","F","child",5,"child",0,"(3,6]",NA,"Older","teasing_0.5","teasing_0.5",49,4,8,0,1,-0.135496870812659,-2.12427066446828
"34",1,"teasing","206","194","1.0",NA,"M","M","child",5,"child",3,"(3,6]","(0,3]","Older","teasing_1.0","teasing_1.0",50,4,9,0,0,-0.135496870812659,-0.839287968955946
"35",1,"tattling","194","206","0.5","second-party, to mom","M","M","child",3,"child",5,"(0,3]","(3,6]","Younger","tattling","tattling_0.5",47,8,5,0,0,-1.03880934289705,0.0173671613856132
"36",2,"request for help","289","294","0.5",NA,"F","M","child",1,"child",5,"(0,3]","(3,6]","Younger","request for help","request for help_0.5",33,9,10,1,0,-1.94212181498144,0.0173671613856132
"37",2,"helping","294","289","0.5",NA,"M","F","child",5,"child",1,"(3,6]","(0,3]","Older","helping","helping_0.5",14,10,11,0,1,-0.135496870812659,-1.6959430992975
"38",2,"leading","283","289","0.5",NA,"M","F","child",4,"child",1,"(3,6]","(0,3]","Older","leading","leading_0.5",16,11,11,0,1,-0.587153106854854,-1.6959430992975
"39",2,"following","289","283","0.5",NA,"F","M","child",1,"child",4,"(0,3]","(3,6]","Younger","following","following_0.5",6,9,12,1,0,-1.94212181498144,-0.410960403785166
"40",2,"leading","294","284","1.0",NA,"M","M","child",5,"child",2,"(3,6]","(0,3]","Older","leading","leading_1.0",16,10,13,0,0,-0.135496870812659,-1.26761553412673
"41",2,"following","284","294","1.0",NA,"M","M","child",2,"child",5,"(0,3]","(3,6]","Younger","following","following_1.0",6,12,10,0,0,-1.49046557893925,0.0173671613856132
"42",2,"leading","294","275","1.0",NA,"M","F","child",5,"child",3,"(3,6]","(0,3]","Older","leading","leading_1.0",16,10,14,0,1,-0.135496870812659,-0.839287968955946
"43",2,"following","275","294","1.0",NA,"F","M","child",3,"child",5,"(0,3]","(3,6]","Younger","following","following_1.0",6,13,10,1,0,-1.03880934289705,0.0173671613856132
"47",3,"dominating","337","357","0.5",NA,"M","M","child",5,"child",5,"(3,6]","(3,6]","Same","dominating","dominating_0.5",5,14,15,0,0,-0.135496870812659,0.0173671613856132
"48",3,"submitting","357","337","0.0",NA,"M","M","child",5,"child",5,"(3,6]","(3,6]","Same","submitting_0.0","submitting_0.0",43,15,16,0,0,-0.135496870812659,0.0173671613856132
"49",3,"teasing","337","357","0.5",NA,"M","M","child",5,"child",5,"(3,6]","(3,6]","Same","teasing_0.5","teasing_0.5",49,14,15,0,0,-0.135496870812659,0.0173671613856132
"50",4,"scolding","172","165","1.0","clear word ""scolding""","F","F","child",7,"child",4,"(6,9]","(3,6]","Older","scolding","scolding_1.0",38,16,17,1,1,0.767815601271733,-0.410960403785166
"51",4,"dominating","172","165","0.5",NA,"F","F","child",7,"child",4,"(6,9]","(3,6]","Older","dominating","dominating_0.5",5,16,17,1,1,0.767815601271733,-0.410960403785166
"52",4,"submitting","165","172","1.0","gave in and left","F","F","child",4,"child",7,"(3,6]","(6,9]","Younger","submitting","submitting_1.0",42,17,18,1,1,-0.587153106854854,0.874022291727172
"53",4,"dominating","172","49","0.5",NA,"F","M","child",7,"child",6,"(6,9]","(3,6]","Older","dominating","dominating_0.5",5,16,19,1,0,0.767815601271733,0.445694726556393
"54",4,"submitting","49","172","0.0","49 ignored 172's request","M","F","child",6,"child",7,"(3,6]","(6,9]","Younger","submitting_0.0","submitting_0.0",43,18,18,0,1,0.316159365229537,0.874022291727172
"55",4,"dominating","172","206","1.0","172 requested several times","F","M","child",7,"child",5,"(6,9]","(3,6]","Older","dominating","dominating_1.0",5,16,5,1,0,0.767815601271733,0.0173671613856132
"56",4,"submitting","206","172","0.5","206 ignored once and listened a couple of times","M","F","child",5,"child",7,"(3,6]","(6,9]","Younger","submitting","submitting_0.5",42,4,18,0,1,-0.135496870812659,0.874022291727172
"57",4,"leading","138","50","0.5",NA,"F","F","child",6,"child",4,"(3,6]","(3,6]","Older","leading","leading_0.5",16,19,20,1,1,0.316159365229537,-0.410960403785166
"58",4,"physical aggression","172","50","0.5",NA,"F","F","child",7,"child",4,"(6,9]","(3,6]","Older","Z","physical aggression_0.5",52,16,20,1,1,0.767815601271733,-0.410960403785166
"59",4,"dominating","172","50","1.0","physical dominance","F","F","child",7,"child",4,"(6,9]","(3,6]","Older","dominating","dominating_1.0",5,16,20,1,1,0.767815601271733,-0.410960403785166
"60",4,"submitting","50","172","1.0","physical submission","F","F","child",4,"child",7,"(3,6]","(6,9]","Younger","submitting","submitting_1.0",42,20,18,1,1,-0.587153106854854,0.874022291727172
"63",4,"teasing","131","172","0.5","clearly teasing","M","F","child",7,"child",7,"(6,9]","(6,9]","Same","teasing_0.5","teasing_0.5",49,21,18,0,1,0.767815601271733,0.874022291727172
"66",4,"following","49","138","0.5",NA,"M","F","child",6,"child",6,"(3,6]","(3,6]","Same","following","following_0.5",6,18,21,0,1,0.316159365229537,0.445694726556393
"67",4,"following","172","138","0.0","P is exception","F","F","child",7,"child",6,"(6,9]","(3,6]","Older","following_0.0","following_0.0",7,16,21,1,1,0.767815601271733,0.445694726556393
"68",4,"following","206","138","0.5",NA,"M","F","child",5,"child",6,"(3,6]","(3,6]","Younger","following","following_0.5",6,4,21,0,1,-0.135496870812659,0.445694726556393
"69",4,"following","50","138","0.5",NA,"F","F","child",4,"child",6,"(3,6]","(3,6]","Younger","following","following_0.5",6,20,21,1,1,-0.587153106854854,0.445694726556393
"70",4,"following","131","138","0.5",NA,"M","F","child",7,"child",6,"(6,9]","(3,6]","Older","following","following_0.5",6,21,21,0,1,0.767815601271733,0.445694726556393
"71",5,"request for help","357","337","0.5",NA,"M","M","child",5,"child",5,"(3,6]","(3,6]","Same","request for help","request for help_0.5",33,15,16,0,0,-0.135496870812659,0.0173671613856132
"72",5,"helping","337","357","0.5",NA,"M","M","child",5,"child",5,"(3,6]","(3,6]","Same","helping","helping_0.5",14,14,15,0,0,-0.135496870812659,0.0173671613856132
"73",5,"leading","337","357","0.5",NA,"M","M","child",5,"child",5,"(3,6]","(3,6]","Same","leading","leading_0.5",16,14,15,0,0,-0.135496870812659,0.0173671613856132
"74",5,"following","357","337","0.5",NA,"M","M","child",5,"child",5,"(3,6]","(3,6]","Same","following","following_0.5",6,15,16,0,0,-0.135496870812659,0.0173671613856132
"77",6,"sibling care","199","220","0.5",NA,"M","M","child",8,"child",1,"(6,9]","(0,3]","Older","sibling care","sibling care_0.5",41,22,22,0,0,1.21947183731393,-1.6959430992975
"78",6,"comforting","199","220","1.0",NA,"M","M","child",8,"child",1,"(6,9]","(0,3]","Older","comforting","comforting_1.0",2,22,22,0,0,1.21947183731393,-1.6959430992975
"79",6,"dominating","199","201","0.5","in order to comfort 220","M","M","child",8,"child",2,"(6,9]","(0,3]","Older","dominating","dominating_0.5",5,22,23,0,0,1.21947183731393,-1.26761553412673
"81",7,"leading","116","114","0.5",NA,"M","M","child",3,"child",8,"(0,3]","(6,9]","Younger","leading","leading_0.5",16,23,24,0,0,-1.03880934289705,1.30234985689795
"82",7,"following","114","116","0.5",NA,"M","M","child",8,"child",3,"(6,9]","(0,3]","Older","following","following_0.5",6,24,25,0,0,1.21947183731393,-0.839287968955946
"90",9,"dominating","90","108","0.5",NA,"F","M","child",2,"child",4,"(0,3]","(3,6]","Younger","dominating","dominating_0.5",5,25,26,1,0,-1.49046557893925,-0.410960403785166
"91",9,"dominating","90","89","0.5",NA,"F","M","child",2,"child",5,"(0,3]","(3,6]","Younger","dominating","dominating_0.5",5,25,27,1,0,-1.49046557893925,0.0173671613856132
"92",9,"submitting","89","90","0.5",NA,"M","F","child",5,"child",2,"(3,6]","(0,3]","Older","submitting","submitting_0.5",42,26,28,0,1,-0.135496870812659,-1.26761553412673
"102",11,"teasing","387","414","1.0",NA,"M","M","child",8,"child",4,"(6,9]","(3,6]","Older","teasing_1.0","teasing_1.0",50,27,29,0,0,1.21947183731393,-0.410960403785166
"112",12,"leading","184","219","1.0",NA,"M","F","child",8,"child",4,"(6,9]","(3,6]","Older","leading","leading_1.0",16,28,30,0,1,1.21947183731393,-0.410960403785166
"113",12,"following","219","184","1.0",NA,"F","M","child",4,"child",8,"(3,6]","(6,9]","Younger","following","following_1.0",6,29,31,1,0,-0.587153106854854,1.30234985689795
"114",12,"leading","184","187","0.5",NA,"M","F","child",8,"child",1,"(6,9]","(0,3]","Older","leading","leading_0.5",16,28,32,0,1,1.21947183731393,-1.6959430992975
"115",12,"following","187","184","0.0",NA,"F","M","child",1,"child",8,"(0,3]","(6,9]","Younger","following_0.0","following_0.0",7,30,31,1,0,-1.94212181498144,1.30234985689795
"118",13,"dominating","18","17","1.0",NA,"M","M","child",2,"child",5,"(0,3]","(3,6]","Younger","dominating","dominating_1.0",5,31,33,0,0,-1.49046557893925,0.0173671613856132
"119",13,"submitting","17","18","0.0",NA,"M","M","child",5,"child",2,"(3,6]","(0,3]","Older","submitting_0.0","submitting_0.0",43,32,34,0,0,-0.135496870812659,-1.26761553412673
"124",14,"dominating","172","145","0.5",NA,"F","M","child",7,"child",5,"(6,9]","(3,6]","Older","dominating","dominating_0.5",5,16,35,1,0,0.767815601271733,0.0173671613856132
"125",14,"submitting","145","172","0.5",NA,"M","F","child",5,"child",7,"(3,6]","(6,9]","Younger","submitting","submitting_0.5",42,33,18,0,1,-0.135496870812659,0.874022291727172
"126",14,"leading","49","172","0.5",NA,"M","F","child",6,"child",7,"(3,6]","(6,9]","Younger","leading","leading_0.5",16,18,18,0,1,0.316159365229537,0.874022291727172
"127",14,"following","172","49","0.5",NA,"F","M","child",7,"child",6,"(6,9]","(3,6]","Older","following","following_0.5",6,16,19,1,0,0.767815601271733,0.445694726556393
"128",14,"leading","145","49","0.5",NA,"M","M","child",5,"child",6,"(3,6]","(3,6]","Younger","leading","leading_0.5",16,33,19,0,0,-0.135496870812659,0.445694726556393
"129",14,"following","49","145","0.5",NA,"M","M","child",6,"child",5,"(3,6]","(3,6]","Older","following","following_0.5",6,18,35,0,0,0.316159365229537,0.0173671613856132
"130",14,"following","172","49","0.0",NA,"F","M","child",7,"child",6,"(6,9]","(3,6]","Older","following_0.0","following_0.0",7,16,19,1,0,0.767815601271733,0.445694726556393
"131",15,"leading","165","200","0.5",NA,"F","M","child",4,"child",5,"(3,6]","(3,6]","Younger","leading","leading_0.5",16,17,36,1,0,-0.587153106854854,0.0173671613856132
"132",15,"following","200","165","0.5",NA,"M","F","child",5,"child",4,"(3,6]","(3,6]","Older","following","following_0.5",6,34,17,0,1,-0.135496870812659,-0.410960403785166
"133",16,"leading","199","200","0.5",NA,"M","M","child",8,"child",5,"(6,9]","(3,6]","Older","leading","leading_0.5",16,22,36,0,0,1.21947183731393,0.0173671613856132
"134",16,"following","200","199","0.5",NA,"M","M","child",5,"child",8,"(3,6]","(6,9]","Younger","following","following_0.5",6,34,37,0,0,-0.135496870812659,1.30234985689795
"135",16,"request for sharing","200","199","0.5","reciprocal exchange, car for marbles","M","M","child",5,"child",8,"(3,6]","(6,9]","Younger","request for sharing","request for sharing_0.5",37,34,37,0,0,-0.135496870812659,1.30234985689795
"136",16,"leading","204","199","0.5",NA,"M","M","child",9,"child",8,"(6,9]","(6,9]","Older","leading","leading_0.5",16,35,37,0,0,1.67112807335612,1.30234985689795
"137",16,"following","199","204","0.5",NA,"M","M","child",8,"child",9,"(6,9]","(6,9]","Younger","following","following_0.5",6,22,38,0,0,1.21947183731393,1.73067742206873
"138",16,"ownership assertion","199","200","0.5",NA,"M","M","child",8,"child",5,"(6,9]","(3,6]","Older","ownership assertion","ownership assertion_0.5",22,22,36,0,0,1.21947183731393,0.0173671613856132
"139",16,"ownership acknowledgement","200","199","0.5",NA,"M","M","child",5,"child",8,"(3,6]","(6,9]","Younger","ownership acknowledgement","ownership acknowledgement_0.5",20,34,37,0,0,-0.135496870812659,1.30234985689795
"140",17,"leading","172","165","1.0",NA,"F","F","child",7,"child",4,"(6,9]","(3,6]","Older","leading","leading_1.0",16,16,17,1,1,0.767815601271733,-0.410960403785166
"141",17,"following","165","172","0.5",NA,"F","F","child",4,"child",7,"(3,6]","(6,9]","Younger","following","following_0.5",6,17,18,1,1,-0.587153106854854,0.874022291727172
"142",17,"leading","172","138","0.5",NA,"F","F","child",7,"child",6,"(6,9]","(3,6]","Older","leading","leading_0.5",16,16,21,1,1,0.767815601271733,0.445694726556393
"143",17,"following","138","172","0.0",NA,"F","F","child",6,"child",7,"(3,6]","(6,9]","Younger","following_0.0","following_0.0",7,19,18,1,1,0.316159365229537,0.874022291727172
"144",17,"leading","165","172","0.5",NA,"F","F","child",4,"child",7,"(3,6]","(6,9]","Younger","leading","leading_0.5",16,17,18,1,1,-0.587153106854854,0.874022291727172
"145",17,"following","172","165","0.5",NA,"F","F","child",7,"child",4,"(6,9]","(3,6]","Older","following","following_0.5",6,16,17,1,1,0.767815601271733,-0.410960403785166
"146",18,"physical aggression","508","248","1.0","threat to hit, many times","M","F","child",5,"child",8,"(3,6]","(6,9]","Younger","Z","physical aggression_1.0",52,36,39,0,1,-0.135496870812659,1.30234985689795
"150",18,"leading","185","508","0.5",NA,"M","M","child",7,"child",5,"(6,9]","(3,6]","Older","leading","leading_0.5",16,37,40,0,0,0.767815601271733,0.0173671613856132
"151",18,"following","508","185","0.0",NA,"M","M","child",5,"child",7,"(3,6]","(6,9]","Younger","following_0.0","following_0.0",7,36,41,0,0,-0.135496870812659,0.874022291727172
"153",19,"leading","200","201","0.5",NA,"M","M","child",5,"child",2,"(3,6]","(0,3]","Older","leading","leading_0.5",16,34,23,0,0,-0.135496870812659,-1.26761553412673
"154",19,"following","201","200","0.0",NA,"M","M","child",2,"child",5,"(0,3]","(3,6]","Younger","following_0.0","following_0.0",7,38,36,0,0,-1.49046557893925,0.0173671613856132
"155",19,"support opinion","229","200","1.0",NA,"M","M","child",9,"child",5,"(6,9]","(3,6]","Older","support opinion","support opinion_1.0",44,39,36,0,0,1.67112807335612,0.0173671613856132
"160",20,"teasing","78","114","0.5",NA,"F","M","child",7,"child",8,"(6,9]","(6,9]","Younger","teasing_0.5","teasing_0.5",49,40,24,1,0,0.767815601271733,1.30234985689795
"161",20,"scolding","114","78","0.5",NA,"M","F","child",8,"child",7,"(6,9]","(6,9]","Older","scolding","scolding_0.5",38,24,42,0,1,1.21947183731393,0.874022291727172
"162",21,"request for sharing","65","114","0.5",NA,"M","M","child",8,"child",8,"(6,9]","(6,9]","Same","request for sharing","request for sharing_0.5",37,41,24,0,0,1.21947183731393,1.30234985689795
"163",21,"sharing","114","65","0.5",NA,"M","M","child",8,"child",8,"(6,9]","(6,9]","Same","sharing","sharing_0.5",39,24,43,0,0,1.21947183731393,1.30234985689795
"164",21,"request for sharing","114","65","0.5",NA,"M","M","child",8,"child",8,"(6,9]","(6,9]","Same","request for sharing","request for sharing_0.5",37,24,43,0,0,1.21947183731393,1.30234985689795
"165",21,"sharing","65","114","0.5",NA,"M","M","child",8,"child",8,"(6,9]","(6,9]","Same","sharing","sharing_0.5",39,41,24,0,0,1.21947183731393,1.30234985689795
"166",22,"request for sharing","114","229","1.0",NA,"M","M","child",8,"child",9,"(6,9]","(6,9]","Younger","request for sharing","request for sharing_1.0",37,24,44,0,0,1.21947183731393,1.73067742206873
"167",22,"sharing","229","114","0.0",NA,"M","M","child",9,"child",8,"(6,9]","(6,9]","Older","sharing_0.0","sharing_0.0",40,39,24,0,0,1.67112807335612,1.30234985689795
"168",22,"teasing","122","114","0.5","Ahtogah is coming!","M","M","child",7,"child",8,"(6,9]","(6,9]","Younger","teasing_0.5","teasing_0.5",49,42,24,0,0,0.767815601271733,1.30234985689795
"169",22,"teasing","114","122","0.5","Oh, ahtogah please don't come!","M","M","child",8,"child",7,"(6,9]","(6,9]","Older","teasing_0.5","teasing_0.5",49,24,45,0,0,1.21947183731393,0.874022291727172
"172",22,"physical aggression","114","229","0.5",NA,"M","M","child",8,"child",9,"(6,9]","(6,9]","Younger","Z","physical aggression_0.5",52,24,44,0,0,1.21947183731393,1.73067742206873
"173",22,"physical aggression","131","229","0.5",NA,"M","M","child",7,"child",9,"(6,9]","(6,9]","Younger","Z","physical aggression_0.5",52,21,44,0,0,0.767815601271733,1.73067742206873
"174",22,"physical aggression","229","131","0.5",NA,"M","M","child",9,"child",7,"(6,9]","(6,9]","Older","Z","physical aggression_0.5",52,39,46,0,0,1.67112807335612,0.874022291727172
"175",22,"look","229","114","1.0","showed anger","M","M","child",9,"child",8,"(6,9]","(6,9]","Older","look","look_1.0",17,39,24,0,0,1.67112807335612,1.30234985689795
"176",22,"ownership assertion","229","131","0.5","I caught the bugs myself","M","M","child",9,"child",7,"(6,9]","(6,9]","Older","ownership assertion","ownership assertion_0.5",22,39,46,0,0,1.67112807335612,0.874022291727172
"177",22,"leading","114","122","0.5",NA,"M","M","child",8,"child",7,"(6,9]","(6,9]","Older","leading","leading_0.5",16,24,45,0,0,1.21947183731393,0.874022291727172
"178",22,"following","122","114","0.5",NA,"M","M","child",7,"child",8,"(6,9]","(6,9]","Younger","following","following_0.5",6,42,24,0,0,0.767815601271733,1.30234985689795
"179",22,"look","229","131","1.0",NA,"M","M","child",9,"child",7,"(6,9]","(6,9]","Older","look","look_1.0",17,39,46,0,0,1.67112807335612,0.874022291727172
"180",22,"look","131","229","1.0",NA,"M","M","child",7,"child",9,"(6,9]","(6,9]","Younger","look","look_1.0",17,21,44,0,0,0.767815601271733,1.73067742206873
"181",22,"teasing","114","229","1.0","aggressive","M","M","child",8,"child",9,"(6,9]","(6,9]","Younger","teasing_1.0","teasing_1.0",50,24,44,0,0,1.21947183731393,1.73067742206873
"182",22,"dominating","114","229","0.5",NA,"M","M","child",8,"child",9,"(6,9]","(6,9]","Younger","dominating","dominating_0.5",5,24,44,0,0,1.21947183731393,1.73067742206873
"183",22,"submitting","229","114","0.0",NA,"M","M","child",9,"child",8,"(6,9]","(6,9]","Older","submitting_0.0","submitting_0.0",43,39,24,0,0,1.67112807335612,1.30234985689795
"184",22,"teasing","122","229","0.5",NA,"M","M","child",7,"child",9,"(6,9]","(6,9]","Younger","teasing_0.5","teasing_0.5",49,42,44,0,0,0.767815601271733,1.73067742206873
"187",23,"request for access","33","19","0.5","let in thru the door","F","F","child",5,"child",3,"(3,6]","(0,3]","Older","request for access","request for access_0.5",31,43,47,1,1,-0.135496870812659,-0.839287968955946
"188",23,"granting access","19","33","0.5",NA,"F","F","child",3,"child",5,"(0,3]","(3,6]","Younger","granting access","granting access_0.5",10,44,48,1,1,-1.03880934289705,0.0173671613856132
"190",24,"leading","387","391","1.0",NA,"M","M","child",8,"child",4,"(6,9]","(3,6]","Older","leading","leading_1.0",16,27,3,0,0,1.21947183731393,-0.410960403785166
"191",24,"following","391","387","0.5",NA,"M","M","child",4,"child",8,"(3,6]","(6,9]","Younger","following","following_0.5",6,3,49,0,0,-0.587153106854854,1.30234985689795
"192",24,"dominating","387","391","0.5",NA,"M","M","child",8,"child",4,"(6,9]","(3,6]","Older","dominating","dominating_0.5",5,27,3,0,0,1.21947183731393,-0.410960403785166
"193",24,"submitting","391","387","0.5",NA,"M","M","child",4,"child",8,"(3,6]","(6,9]","Younger","submitting","submitting_0.5",42,3,49,0,0,-0.587153106854854,1.30234985689795
"196",24,"leading","387","392","1.0",NA,"M","F","child",8,"child",3,"(6,9]","(0,3]","Older","leading","leading_1.0",16,27,1,0,1,1.21947183731393,-0.839287968955946
"197",24,"following","392","387","0.5",NA,"F","M","child",3,"child",8,"(0,3]","(6,9]","Younger","following","following_0.5",6,2,49,1,0,-1.03880934289705,1.30234985689795
"198",24,"dominating","387","392","0.5",NA,"M","F","child",8,"child",3,"(6,9]","(0,3]","Older","dominating","dominating_0.5",5,27,1,0,1,1.21947183731393,-0.839287968955946
"199",24,"submitting","392","387","0.5",NA,"F","M","child",3,"child",8,"(0,3]","(6,9]","Younger","submitting","submitting_0.5",42,2,49,1,0,-1.03880934289705,1.30234985689795
"200",24,"scolding","387","393","1.0",NA,"M","M","child",8,"child",2,"(6,9]","(0,3]","Older","scolding","scolding_1.0",38,27,50,0,0,1.21947183731393,-1.26761553412673
"201",24,"dominating","391","393","0.5",NA,"M","M","child",4,"child",2,"(3,6]","(0,3]","Older","dominating","dominating_0.5",5,3,50,0,0,-0.587153106854854,-1.26761553412673
"202",24,"leading","387","393","0.5",NA,"M","M","child",8,"child",2,"(6,9]","(0,3]","Older","leading","leading_0.5",16,27,50,0,0,1.21947183731393,-1.26761553412673
"203",24,"following","393","387","0.0",NA,"M","M","child",2,"child",8,"(0,3]","(6,9]","Younger","following_0.0","following_0.0",7,45,49,0,0,-1.49046557893925,1.30234985689795
"204",25,"leading","484","490","0.5",NA,"F","M","child",3,"child",1,"(0,3]","(0,3]","Older","leading","leading_0.5",16,46,51,1,0,-1.03880934289705,-1.6959430992975
"205",25,"following","490","484","0.0",NA,"M","F","child",1,"child",3,"(0,3]","(0,3]","Younger","following_0.0","following_0.0",7,47,52,0,1,-1.94212181498144,-0.839287968955946
"206",25,"tattling","484","490","0.5","second-party, threaten that MC will tattle","F","M","child",3,"child",1,"(0,3]","(0,3]","Older","tattling","tattling_0.5",47,46,51,1,0,-1.03880934289705,-1.6959430992975
"207",25,"physical aggression","484","490","0.5","mild, putting dirt on O's back","F","M","child",3,"child",1,"(0,3]","(0,3]","Older","Z","physical aggression_0.5",52,46,51,1,0,-1.03880934289705,-1.6959430992975
"208",25,"physical aggression","490","484","0.5","revenge, threaten with shovel","M","F","child",1,"child",3,"(0,3]","(0,3]","Younger","Z","physical aggression_0.5",52,47,52,0,1,-1.94212181498144,-0.839287968955946
"209",25,"leading","483","484","0.5",NA,"M","F","child",5,"child",3,"(3,6]","(0,3]","Older","leading","leading_0.5",16,48,52,0,1,-0.135496870812659,-0.839287968955946
"210",25,"following","484","483","0.0",NA,"F","M","child",3,"child",5,"(0,3]","(3,6]","Younger","following_0.0","following_0.0",7,46,53,1,0,-1.03880934289705,0.0173671613856132
"211",25,"scolding","483","484","0.5",NA,"M","F","child",5,"child",3,"(3,6]","(0,3]","Older","scolding","scolding_0.5",38,48,52,0,1,-0.135496870812659,-0.839287968955946
"212",25,"verbal aggression","483","484","0.5","threatening to go into toy drawer","M","F","child",5,"child",3,"(3,6]","(0,3]","Older","verbal aggression","verbal aggression_0.5",51,48,52,0,1,-0.135496870812659,-0.839287968955946
"213",25,"taking","483","484","1.0","continued after request for returning","M","F","child",5,"child",3,"(3,6]","(0,3]","Older","taking","taking_1.0",46,48,52,0,1,-0.135496870812659,-0.839287968955946
"214",25,"teasing","483","484","0.5",NA,"M","F","child",5,"child",3,"(3,6]","(0,3]","Older","teasing_0.5","teasing_0.5",49,48,52,0,1,-0.135496870812659,-0.839287968955946
"215",26,"dominating","122","124","1.0",NA,"M","F","child",7,"child",6,"(6,9]","(3,6]","Older","dominating","dominating_1.0",5,42,54,0,1,0.767815601271733,0.445694726556393
"216",26,"submitting","124","122","0.5",NA,"F","M","child",6,"child",7,"(3,6]","(6,9]","Younger","submitting","submitting_0.5",42,49,45,1,0,0.316159365229537,0.874022291727172
"217",26,"look","124","122","0.5",NA,"F","M","child",6,"child",7,"(3,6]","(6,9]","Younger","look","look_0.5",17,49,45,1,0,0.316159365229537,0.874022291727172
"219",27,"dominating","277","273","1.0",NA,"M","F","child",1,"child",6,"(0,3]","(3,6]","Younger","dominating","dominating_1.0",5,50,55,0,1,-1.94212181498144,0.445694726556393
"220",27,"sharing","273","277","0.5",NA,"F","M","child",6,"child",1,"(3,6]","(0,3]","Older","sharing","sharing_0.5",39,51,56,1,0,0.316159365229537,-1.6959430992975
"221",27,"tattling","310","273","0.5","third-party, to second party MC","F","F","child",3,"child",6,"(0,3]","(3,6]","Younger","tattling","tattling_0.5",47,52,55,1,1,-1.03880934289705,0.445694726556393
"222",27,"scolding","310","273","0.5",NA,"F","F","child",3,"child",6,"(0,3]","(3,6]","Younger","scolding","scolding_0.5",38,52,55,1,1,-1.03880934289705,0.445694726556393
"223",27,"scolding","273","310","0.5",NA,"F","F","child",6,"child",3,"(3,6]","(0,3]","Older","scolding","scolding_0.5",38,51,57,1,1,0.316159365229537,-0.839287968955946
"224",28,"teasing","157","144","1.0",NA,"M","M","child",7,"child",7,"(6,9]","(6,9]","Same","teasing_1.0","teasing_1.0",50,53,58,0,0,0.767815601271733,0.874022291727172
"225",28,"physical aggression","144","157","1.0",NA,"M","M","child",7,"child",7,"(6,9]","(6,9]","Same","Z","physical aggression_1.0",52,54,59,0,0,0.767815601271733,0.874022291727172
"226",28,"scolding","157","144","0.5","Big Forehead","M","M","child",7,"child",7,"(6,9]","(6,9]","Same","scolding","scolding_0.5",38,53,58,0,0,0.767815601271733,0.874022291727172
"227",28,"teasing","131","157","0.5",NA,"M","M","child",7,"child",7,"(6,9]","(6,9]","Same","teasing_0.5","teasing_0.5",49,21,59,0,0,0.767815601271733,0.874022291727172
"228",28,"scolding","144","493","0.5",NA,"M","M","child",7,"child",7,"(6,9]","(6,9]","Same","scolding","scolding_0.5",38,54,60,0,0,0.767815601271733,0.874022291727172
